id,title,vote_average,vote_count,status,release_date,revenue,runtime,budget,original_language,original_title,overview,popularity,genres,production_companies,production_countries,spoken_languages,directors,writers,averageRating,numVotes																																
282035,The Mummy,5.507,6741,Released,2017-06-06,409231607,110,125000000,en,The Mummy,Though safely entombed in a crypt deep beneath the unforgiving desert| an ancient queen whose destiny was unjustly taken from her is awakened in our current day| bringing with her malevolence grown over millennia| and terrors that defy human comprehension.,21.893,Fantasy,Secret Hideout,China,Arabic,Alex Kurtzman,David Koepp,5.4,210704																																
7326,Juno,7.048,6736,Released,2007-12-05,232372681,96,7500000,en,Juno,Faced with an unplanned pregnancy| an offbeat young woman makes an unusual decision regarding her unborn child.,22.245,Comedy,Mandate Pictures,United States of America,English,Jason Reitman,Diablo Cody,7.4,556527																																
153,Lost in Translation,7.392,6734,Released,2003-09-18,119723856,102,4000000,en,Lost in Translation,Two lost souls visiting Tokyo -- the young| neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company| away from their lives in America.,27.061,Drama,American Zoetrope,Japan,Japanese,Sofia Coppola,Sofia Coppola,7.7,502531																																
163,Ocean's Twelve,6.564,6721,Released,2004-12-09,362744280,125,110000000,en,Ocean's Twelve,Danny Ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in Rome| Paris and Amsterdam â€“ but a Europol agent is hot on their heels.,27.103,Thriller,Village Roadshow Pictures,United States of America,French,Steven Soderbergh,George Nolfi,6.5,420843																																
598,City of God,8.429,6708,Released,2002-08-30,30641770,130,3300000,pt,Cidade de Deus,In the slums of Rio| two kids' paths diverge as one struggles to become a photographer and the other a kingpin.,29.573,Drama,O2 Filmes,Brazil,Portuguese,Fernando Meirelles,BrÃ¡ulio Mantovani,8.6,819491																															
587,Big Fish,7.761,6707,Released,2003-12-25,123218424,125,70000000,en,Big Fish,Throughout his life Edward Bloom has always been a man of big appetites| enormous passions and tall tales. In his later years| he remains a huge mystery to his son| William. Now| to get to know the real man| Will begins piecing together a true picture of his father from flashbacks of his amazing adventures.,18.982,Adventure,Columbia Pictures,United States of America,English,Tim Burton,Daniel Wallace,8.0,464595																																
1824,50 First Dates,6.844,6705,Released,2004-02-13,196482882,99,75000000,en,50 First Dates,Henry is a player skilled at seducing women. But when this veterinarian meets Lucy| a girl with a quirky problem when it comes to total recall| he realizes it's possible to fall in love all over againâ€¦and again| and again. That's because the delightful Lucy has no short-term memory| so Henry must woo her day after day until he finally sweeps her off her feet.,36.466,Comedy,Columbia Pictures,United States of America,English,Peter Segal,George Wing,6.8,390670																																
13804,Fast & Furious,6.68,6702,Released,2009-04-02,363164265,107,85000000,en,Fast & Furious,When a crime brings them back to L.A.| fugitive ex-con Dom Toretto reignites his feud with agent Brian O'Conner. But as they are forced to confront a shared enemy| Dom and Brian must give in to an uncertain new trust if they hope to outmaneuver him. And the two men will find the best way to get revenge: push the limits of what's possible behind the wheel.,7.716,Action,dentsu,Japan,English,Justin Lin,Chris Morgan,6.5,317437																																
396535,Train to Busan,7.8,6694,Released,2016-07-20,87547518,118,8500000,ko,ë¶€ì‚°í–‰,When a zombie virus pushes Korea into a state of emergency| those trapped on an express train to Busan must fight for their own survival.,49.553,Horror,Next Entertainment World,South Korea,Korean,Yeon Sang-ho,Park Joo-suk,7.6,271741																																
65,8 Mile,7.124,6692,Released,2002-11-08,242875078,111,41000000,en,8 Mile,For Jimmy Smith| Jr.| life is a daily fight just to keep hope alive. Feeding his dreams in Detroit's vibrant music scene| Jimmy wages an extraordinary personal struggle to find his own voice - and earn a place in a world where rhymes rule| legends are born and every momentâ€¦ is another chance.,36.179,Drama,Mikona Productions,Germany,English,Curtis Hanson,Scott Silver,7.2,330889																																
8871,How the Grinch Stole Christmas,6.741,6688,Released,2000-11-15,345823040,104,123000000,en,How the Grinch Stole Christmas,The Grinch decides to rob Whoville of Christmas - but a dash of kindness from little Cindy Lou Who and her family may be enough to melt his heart...,50.556,Family,Universal Pictures,Germany,English,Ron Howard,Dr. Seuss,6.3,297129																																
363676,Sully,7.177,6686,Released,2016-09-07,240797623,96,60000000,en,Sully,On 15 January 2009| the world witnessed the 'Miracle on the Hudson' when Captain 'Sully' Sullenberger glided his disabled plane onto the Hudson River| saving the lives of all 155 souls aboard. However| even as Sully was being heralded by the public and the media for his unprecedented feat of aviation skill| an investigation was unfolding that threatened to destroy his reputation and career.,23.191,Drama,Malpaso Productions,United States of America,English,Clint Eastwood,Todd Komarnicki,7.4,304839																																
295693,The Boss Baby,6.451,6682,Released,2017-03-23,527965936,97,125000000,en,The Boss Baby,A story about how a new baby's arrival impacts a family| told from the point of view of a delightfully unreliable narrator| a wildly imaginative 7 year old named Tim.,14.391,Animation,DreamWorks Animation,United States of America,English,Tom McGrath,Michael McCullers,6.3,145791																																
150689,Cinderella,6.798,6679,Released,2015-03-06,543514353,105,95000000,en,Cinderella,When her father unexpectedly passes away| young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope| Ella's fortunes begin to change after meeting a dashing stranger in the woods.,58.212,Romance,Walt Disney Pictures,United Kingdom,English,Kenneth Branagh,Chris Weitz,6.9,194005																																
385128,F9,7.139,6660,Released,2021-05-19,726229501,143,200000000,en,F9,Dominic Toretto and his crew battle the most skilled assassin and high-performance driver they've ever encountered: his forsaken brother.,48.986,Action,Original Film,United States of America,English,Justin Lin,Daniel Casey,5.2,167168																																
83542,Cloud Atlas,6.884,6657,Released,2012-10-26,130482868,172,102000000,en,Cloud Atlas,A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past| the present and the future. Action| mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.,23.803,Drama,Cloud Atlas Productions,Germany,English,Tom Tykwer,David Mitchell,7.4,377973																																
20526,TRON: Legacy,6.459,6648,Released,2010-12-14,400062763,125,170000000,en,TRON: Legacy,Sam Flynn| the tech-savvy and daring son of Kevin Flynn| investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra| Sam quests to stop evil dictator Clu from crossing into the real world.,45.665,Adventure,Walt Disney Pictures,United States of America,English,Joseph Kosinski,Edward Kitsis,6.8,360922																																
376867,Moonlight,7.392,6641,Released,2016-10-21,65046687,111,4000000,en,Moonlight,The tender| heartbreaking story of a young manâ€™s struggle to find himself| told across three defining chapters in his life as he experiences the ecstasy| pain| and beauty of falling in love| while grappling with his own sexuality.,16.748,Drama,A24,United States of America,English,Barry Jenkins,Barry Jenkins,7.4,337272																																
8363,Superbad,7.229,6620,Released,2007-03-20,170812526,113,20000000,en,Superbad,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,51.547,Comedy,Columbia Pictures,United States of America,English,Greg Mottola,Seth Rogen,7.6,649324																																
384018,Fast & Furious Presents: Hobbs & Shaw,6.867,6618,Released,2019-08-01,760098996,137,200000000,en,Fast & Furious Presents: Hobbs & Shaw,Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off| they just have traded smack talk and body blows. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity| they join forces to defeat him.,70.691,Action,Chris Morgan Productions,United States of America,English,David Leitch,Chris Morgan,6.5,242712																																
49519,The Croods,6.913,6607,Released,2013-03-15,587204668,98,135000000,en,The Croods,The prehistoric Croods family live in a particularly dangerous moment in time. Patriarch Grug| his mate Ugga| teenage daughter Eep| son Thunk| and feisty Gran gather food by day and huddle together in a cave at night. When a more evolved caveman named Guy arrives on the scene| Grug is distrustful| but it soon becomes apparent that Guy is correct about the impending destruction of their world.,38.079,Animation,DreamWorks Animation,United States of America,English,Kirk DeMicco,Kirk DeMicco,7.1,237391																																
96721,Rush,7.708,6598,Released,2013-09-02,90247624,123,38000000,en,Rush,In the 1970s| a rivalry propels race car drivers Niki Lauda and James Hunt to fame and glory â€” until a horrible accident threatens to end it all.,32.222,Drama,Revolution Films,United Kingdom,English,Ron Howard,Peter Morgan,8.1,523969																																
331,Jurassic Park III,6.126,6592,Released,2001-07-18,368780809,92,93000000,en,Jurassic Park III,In need of funds for research| Dr. Alan Grant accepts a large sum of money to accompany Paul and Amanda Kirby on an aerial tour of the infamous Isla Sorna. It isn't long before all hell breaks loose and the stranded wayfarers must fight for survival as a host of new -- and even more deadly -- dinosaurs try to make snacks of them.,1.49,Adventure,Universal Pictures,United States of America,English,Joe Johnston,Michael Crichton,5.9,346780																																
158852,Tomorrowland,6.257,6591,Released,2015-05-19,209154322,130,190000000,en,Tomorrowland,"Bound by a shared destiny| a bright| optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",45.045,Adventure,Babieka Films,United States of America,English,Brad Bird,Damon Lindelof,6.4,193801																																
195589,Neighbors,6.178,6569,Released,2014-05-08,270665134,97,18000000,en,Neighbors,A couple with a newborn baby face unexpected difficulties after they are forced to live next to a fraternity house.,17.158,Comedy,Good Universe,United States of America,English,Nicholas Stoller,Andrew Jay Cohen,6.3,334574																																
8909,Wanted,6.508,6562,Released,2008-06-19,342463063,110,75000000,en,Wanted,Doormat Wesley Gibson discovers that his recently murdered father - who Wesley never knew - belonged to a secret guild of assassins. After a leather-clad sexpot drafts Wesley into the society| he hones his innate killing skills and turns avenger.,29.371,Action,Kickstart,Germany,English,Timur Bekmambetov,Michael Brandt,6.7,415031																																
324852,Despicable Me 3,6.451,6560,Released,2017-06-15,1031552585,90,80000000,en,Despicable Me 3,Gru and his wife Lucy must stop former '80s child star Balthazar Bratt from achieving world domination.,29.104,Action,Illumination,United States of America,English,Kyle Balda,Cinco Paul,6.2,163154																																
328387,Nerve,7.045,6555,Released,2016-06-27,85241496,96,19000000,en,Nerve,Industrious high school senior Vee Delmonico has had it with living life on the sidelines. When pressured by friends to join the popular online game Nerve| Vee decides to sign up for just one dare in what seems like harmless fun. But as she finds herself caught up in the thrill of the adrenaline-fueled competition partnered with a mysterious stranger| the game begins to take a sinister turn with increasingly dangerous acts| leading her into a high stakes finale that will determine her entire future.,14.439,Mystery,Lionsgate,United States of America,English,Henry Joost,Jessica Sharzer,6.5,142314																																
949,Heat,7.903,6552,Released,1995-12-15,187436818,170,60000000,en,Heat,Obsessive master thief Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.,41.522,Action,Regency Enterprises,United States of America,English,Michael Mann,Michael Mann,8.3,736994																																
14574,The Boy in the Striped Pyjamas,7.849,6542,Released,2008-05-07,20416563,94,12500000,en,The Boy in the Striped Pyjamas,When his family moves from their home in Berlin to a strange new house in Poland| young Bruno befriends Shmuel| a boy who lives on the other side of the fence where everyone seems to be wearing striped pajamas. Unaware of Shmuel's fate as a Jewish prisoner or the role his own Nazi father plays in his imprisonment| Bruno embarks on a dangerous journey inside the camp's walls.,45.822,War,BBC Film,United Kingdom,English,Mark Herman,John Boyne,7.7,254125																																
427641,Rampage,6.451,6539,Released,2018-04-11,428028233,107,120000000,en,Rampage,Primatologist Davis Okoye shares an unshakable bond with George| the extraordinarily intelligent| silverback gorilla who has been in his care since birth.  But a rogue genetic experiment gone awry mutates this gentle ape into a raging creature of enormous size.  To make matters worse| itâ€™s soon discovered there are other similarly altered animals.  As these newly created alpha predators tear across North America| destroying everything in their path| Okoye teams with a discredited genetic engineer to secure an antidote| fighting his way through an ever-changing battlefield| not only to halt a global catastrophe but to save the fearsome creature that was once his friend.,109.045,Action,Wrigley Pictures,United States of America,English,Brad Peyton,Ryan Engle,6.1,189947																																
7191,Cloverfield,6.672,6525,Released,2008-01-15,170764026,85,25000000,en,Cloverfield,Five young New Yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. Told from the point of view of their video camera| the film is a document of their attempt to survive the most surreal| horrifying event of their lives.,29.625,Action,Bad Robot,United States of America,Russian,Matt Reeves,Drew Goddard,7.0,428087																																
561,Constantine,7.063,6521,Released,2005-02-08,230884728,121,100000000,en,Constantine,John Constantine has literally been to Hell and back. When he teams up with a policewoman to solve the mysterious suicide of her twin sister| their investigation takes them through the world of demons and angels that exists beneath the landscape of contemporary Los Angeles.,48.185,Fantasy,Village Roadshow Pictures,Germany,English,Francis Lawrence,Jamie Delano,7.0,383837																																
9339,Click,6.3,6518,Released,2006-06-23,240685326,107,82500000,en,Click,A married workaholic| Michael Newman doesn't have time for his wife and children| not if he's to impress his ungrateful boss and earn a well-deserved promotion. So when he meets Morty| a loopy sales clerk| he gets the answer to his prayers: a magical remote that allows him to bypass life's little distractions with increasingly hysterical results.,34.068,Comedy,Original Film,United States of America,English,Frank Coraci,Steve Koren,6.4,364760																																
616037,Thor: Love and Thunder,6.517,6510,Released,2022-07-06,760928081,119,250000000,en,Thor: Love and Thunder,After his retirement is interrupted by Gorr the God Butcher| a galactic killer who seeks the extinction of the gods| Thor Odinson enlists the help of King Valkyrie| Korg| and ex-girlfriend Jane Foster| who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcherâ€™s vengeance and stop him before itâ€™s too late.,117.087,Fantasy,Marvel Studios,United States of America,English,Taika Waititi,Taika Waititi,6.2,418596																																
773,Little Miss Sunshine,7.677,6508,Released,2006-07-26,100523181,102,8000000,en,Little Miss Sunshine,A family loaded with quirky| colorful characters piles into an old van and road trips to California for little Olive to compete in a beauty pageant.,16.375,Comedy,Fox Searchlight Pictures,United States of America,English,Jonathan Dayton,Michael Arndt,7.8,528034																																
9693,Children of Men,7.605,6495,Released,2006-09-22,70595464,109,76000000,en,Children of Men,In 2027| in a chaotic world in which humans can no longer procreate| a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea| where her child's birth may help scientists save the future of humankind.,28.409,Drama,Universal Pictures,United Kingdom,English,Alfonso CuarÃ³n,Alfonso CuarÃ³n,7.9,539137																																
75780,Jack Reacher,6.607,6486,Released,2012-12-20,218340595,130,60000000,en,Jack Reacher,"When a gunman takes five lives with six shots| all evidence points to the suspect in custody. On interrogation| the suspect offers up a single note: ""Get Jack Reacher!"" So begins an extraordinary chase for the truth| pitting Jack Reacher against an unexpected enemy| with a skill for violence and a secret to keep.",44.484,Crime,Skydance,United States of America,English,Christopher McQuarrie,Lee Child,7.0,373442																																
37735,Easy A,6.811,6485,Released,2010-09-16,75026327,93,8000000,en,Easy A,Olive| an average high school student| sees her below-the-radar existence turn around overnight once she decides to use the school's gossip grapevine to advance her social standing. Now her classmates are turning against her and the school board is becoming concerned| including her favorite teacher and the distracted guidance counselor. With the support of her hilariously idiosyncratic parents and a little help from a long-time crush| Olive attempts to take on her notorious new identity and crush the rumor mill once and for all.,26.846,Comedy,Screen Gems,United States of America,English,Will Gluck,Bert V. Royal,7.0,425739																																
492188,Marriage Story,7.753,6478,Released,2019-09-28,2300000,137,18000000,en,Marriage Story,A stage director and an actress struggle through a grueling| coast-to-coast divorce that pushes them to their personal extremes.,16.594,Drama,Heyday Films,United Kingdom,English,Noah Baumbach,Noah Baumbach,7.9,354374																																
65754,The Girl with the Dragon Tattoo,7.361,6475,Released,2011-12-14,232617430,158,90000000,en,The Girl with the Dragon Tattoo,This English-language adaptation of the Swedish novel by Stieg Larsson follows a disgraced journalist| Mikael Blomkvist| as he investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced| tattooed| punk computer hacker named Lisbeth Salander. As they work together in the investigation| Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined.,23.466,Thriller,Ground Control,United States of America,English,David Fincher,Steven Zaillian,7.8,505176																																
1734,The Mummy Returns,6.358,6475,Released,2001-05-04,443280904,130,98000000,en,The Mummy Returns,Rick and Evelyn Oâ€™Connell| along with their 8-year-old son Alex| discover the key to the legendary Scorpion Kingâ€™s might: the fabled Bracelet of Anubis. Unfortunately| a newly resurrected Imhotep has designs on the bracelet as well| and isnâ€™t above kidnapping its new bearer| Alex| to gain control of Anubisâ€™s otherworldly army.,45.092,Adventure,Universal Pictures,United States of America,English,Stephen Sommers,Stephen Sommers,6.4,352389																																
142,Brokeback Mountain,7.799,6426,Released,2005-09-10,178043761,134,14000000,en,Brokeback Mountain,Rodeo cowboy Jack and ranch hand Ennis are hired as sheepherders in 1963 Wyoming. One night on Brokeback Mountain| they spark a physical relationship. Though Ennis marries his longtime sweetheart and Jack marries a fellow rodeo rider| they keep up their tortured| sporadic love affair for 20 years.,31.516,Drama,Focus Features,Canada,English,Ang Lee,Annie Proulx,7.7,393547																																
109424,Captain Phillips,7.552,6424,Released,2013-10-10,218791811,134,55000000,en,Captain Phillips,The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the US-flagged MV Maersk Alabama| the first American cargo ship to be hijacked in two hundred years.,24.668,Action,Columbia Pictures,United States of America,English,Paul Greengrass,Billy Ray,7.8,500743																																
296098,Bridge of Spies,7.222,6421,Released,2015-10-15,165478348,141,40000000,en,Bridge of Spies,During the Cold War| the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison| Powers' only hope is New York lawyer James Donovan| recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin| hoping to win the young man's freedom through a prisoner exchange. If all goes well| the Russians would get Rudolf Abel| the convicted spy who Donovan defended in court.,15.627,Thriller,TSG Entertainment,India,Russian,Steven Spielberg,Matt Charman,7.6,332068																																
18360,Night at the Museum: Battle of the Smithsonian,6.1,6414,Released,2009-05-20,413106170,105,150000000,en,Night at the Museum: Battle of the Smithsonian,Hapless museum night watchman Larry Daley must help his living| breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution. Larry's (mis)adventures this time include close encounters with Amelia Earhart| Abe Lincoln and Ivan the Terrible.,27.683,Adventure,21 Laps Entertainment,United States of America,English,Shawn Levy,Robert Ben Garant,6.0,217064																																
310131,The Witch,6.927,6398,Released,2015-01-27,40423945,92,3500000,en,The Witch,In 1630| a farmer relocates his family to a remote plot of land on the edge of a forest where strange| unsettling things happen. With suspicion and paranoia mounting| each family member's faith| loyalty and love are tested in shocking ways.,33.875,Drama,Very Special Projects,Brazil,English,Robert Eggers,Robert Eggers,7.0,316669																																
315162,Puss in Boots: The Last Wish,8.266,6394,Released,2022-12-07,482129780,103,90000000,en,Puss in Boots: The Last Wish,Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives| leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.,221.49,Animation,DreamWorks Animation,United States of America,English,Joel Crawford,Paul Fisher,7.8,190474																																
1487,Hellboy,6.665,6392,Released,2004-04-02,99318987,122,66000000,en,Hellboy,"In the final days of World War II| the Nazis attempt to use black magic to aid their dying cause. The Allies raid the camp where the ceremony is taking place| but not before they summon a baby demon who is rescued by Allied forces and dubbed ""Hellboy"". Sixty years later| Hellboy serves the cause of good rather than evil as an agent in the Bureau of Paranormal Research & Defense| along with Abe Sapien - a merman with psychic powers| and Liz Sherman - a woman with pyrokinesis| protecting America against dark forces.",23.193,Fantasy,Columbia Pictures,Czech Republic,Russian,Guillermo del Toro,Guillermo del Toro,6.9,356802																																
98566,Teenage Mutant Ninja Turtles,5.901,6391,Released,2014-08-07,485004754,101,125000000,en,Teenage Mutant Ninja Turtles,When a kingpin threatens New York City| a group of mutated turtle warriors must emerge from the shadows to protect their home.,76.327,Science Fiction,Nickelodeon Movies,United States of America,English,Jonathan Liebesman,Josh Appelbaum,5.8,223082																																
10527,Madagascar: Escape 2 Africa,6.488,6371,Released,2008-10-30,603900354,89,150000000,en,Madagascar: Escape 2 Africa,Alex| Marty| and other zoo animals find a way to escape from Madagascar when the penguins reassemble a wrecked airplane. The precariously repaired craft stays airborne just long enough to make it to the African continent. There the New Yorkers encounter members of their own species for the first time. Africa proves to be a wild place| but Alex and company wonder if it is better than their Central Park home.,61.944,Family,DreamWorks Animation,United States of America,English,Eric Darnell,Etan Cohen,6.6,253677																																
49444,Kung Fu Panda 2,6.968,6365,Released,2011-05-25,665692281,91,150000000,en,Kung Fu Panda 2,Po is now living his dream as The Dragon Warrior| protecting the Valley of Peace alongside his friends and fellow kung fu masters| The Furious Five - Tigress| Crane| Mantis| Viper and Monkey. But Poâ€™s new life of awesomeness is threatened by the emergence of a formidable villain| who plans to use a secret| unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins	 only then will he be able to unlock the strength he needs to succeed.,52.793,Animation,DreamWorks Animation,United States of America,English,Jennifer Yuh Nelson,Jonathan Aibel,7.3,330184																															
11321,Seven Pounds,7.613,6362,Released,2008-12-18,168167691,123,55000000,en,Seven Pounds,An IRS agent with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,32.144,Drama,Escape Artists,United States of America,English,Gabriele Muccino,Grant Nieporte,7.6,318325																																
76757,Jupiter Ascending,5.433,6353,Released,2015-02-04,183987723,127,176000003,en,Jupiter Ascending,In a universe where human genetic material is the most precious commodity| an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynastyâ€¦,53.857,Science Fiction,Anarchos Productions,United States of America,English,Lana Wachowski,Lilly Wachowski,5.3,196455																																
13448,Angels & Demons,6.697,6351,Released,2009-05-13,485930816,138,150000000,en,Angels & Demons,Harvard symbologist Robert Langdon is recruited by the Vatican to investigate the apparent return of the Illuminati - a secret| underground organization - after four cardinals are kidnapped on the night of the papal conclave.,31.307,Thriller,Columbia Pictures,Italy,English,Ron Howard,David Koepp,6.7,313757																																
4247,Scary Movie,6.336,6346,Released,2000-07-07,278019771,88,19000000,en,Scary Movie,A familiar-looking group of teenagers find themselves being stalked by a more-than-vaguely recognizable masked killer! As the victims begin to pile up and the laughs pile on| none of your favorite scary movies escape the razor-sharp satire of this outrageously funny parody!,64.01,Comedy,Brad Grey Pictures,United States of America,English,Keenen Ivory Wayans,Shawn Wayans,6.3,295970																																
68735,Warcraft,6.364,6340,Released,2016-05-25,433677183,123,160000000,en,Warcraft,The peaceful realm of Azeroth stands on the brink of war as its civilization faces a fearsome race of invaders: orc warriors fleeing their dying home to colonize another. As a portal opens to connect the two worlds| one army faces destruction and the other faces extinction. From opposing sides| two heroes are set on a collision course that will decide the fate of their family| their people| and their home.,37.312,Action,Legendary Pictures,China,English,Duncan Jones,Charles Leavitt,6.7,285001																																
10201,Yes Man,6.66,6336,Released,2008-12-09,223241637,104,70000000,en,Yes Man,Carl Allen has stumbled across a way to shake free of post-divorce blues and a dead-end job: embrace life and say yes to everything.,26.26,Comedy,The Zanuck Company,United States of America,Estonian,Peyton Reed,Nicholas Stoller,6.8,389029																																
9543,Prince of Persia: The Sands of Time,6.261,6334,Released,2010-05-19,336365676,116,200000000,en,Prince of Persia: The Sands of Time,A rogue prince reluctantly joins forces with a mysterious princess and together| they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time â€“ gift from the gods that can reverse time and allow its possessor to rule the world.,35.279,Adventure,Walt Disney Pictures,United States of America,English,Mike Newell,Boaz Yakin,6.5,308230																																
60304,Hansel & Gretel: Witch Hunters,6.029,6324,Released,2013-01-17,226349749,88,50000000,en,Hansel & Gretel: Witch Hunters,After getting a taste for blood as children| Hansel and Gretel have become the ultimate vigilantes| hell-bent on retribution. Now| unbeknownst to them| Hansel and Gretel have become the hunted| and must face an evil far greater than witches... their past.,61.884,Fantasy,Paramount,United States of America,English,Tommy Wirkola,Tommy Wirkola,6.1,219625																																
447404,PokÃ©mon Detective Pikachu,6.953,6314,Released,2019-05-03,449762638,105,150000000,en,PokÃ©mon Detective Pikachu,In a world where people collect pocket-size monsters (PokÃ©mon) to do battle| a boy comes across an intelligent monster who seeks to be a detective.,33.679,Action,Legendary Pictures,Japan,English,Rob Letterman,Dan Hernandez,6.5,187364																																
619264,The Platform,6.986,6308,Released,2019-11-08,1090116,95,1203235,es,El hoyo,A mysterious place| an indescribable prison| a deep hole. An unknown number of levels. Two inmates living on each level. A descending platform containing food for all of them. An inhuman fight for survival| but also an opportunity for solidarity.,29.398,Drama,Basque Films,Spain,Spanish,Galder Gaztelu-Urrutia,David Desola,7.0,296191																																
49018,Insidious,6.947,6298,Released,2011-03-31,99870886,103,1500000,en,Insidious,A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help| they learn things are a lot more personal than they thought.,40.882,Horror,FilmDistrict,Canada,English,James Wan,Leigh Whannell,6.8,347329																																
616,The Last Samurai,7.574,6297,Released,2003-12-05,456758981,154,140000000,en,The Last Samurai,Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare| which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade| Algren decides to become an ultimate warrior himself and to fight for their right to exist.,37.549,Drama,Warner Bros. Pictures,Japan,English,Edward Zwick,John Logan,7.8,480481																																
38055,Megamind,6.963,6290,Released,2010-10-28,321885765,96,130000000,en,Megamind,"After Megamind| a highly intelligent alien supervillain| defeats his long-time nemesis Metro Man| Megamind creates a new hero to fight| but must act to save the city when his ""creation"" becomes an even worse villain than he was.",41.692,Animation,DreamWorks Animation,United States of America,English,Tom McGrath,Alan Schoolcraft,7.3,303426																																
76163,The Expendables 2,6.323,6289,Released,2012-08-08,314975955,103,100000000,en,The Expendables 2,Mr. Church reunites the Expendables for what should be an easy paycheck| but when one of their men is murdered on the job| their quest for revenge puts them deep in enemy territory and up against an unexpected threat.,59.833,Action,Nu Image,Bulgaria,English,Simon West,Richard Wenk,6.6,325803																																
39514,RED,6.685,6282,Released,2010-10-13,199000000,111,58000000,en,RED,After surviving an assault from a squad of hit men| retired CIA black ops agent Frank Moses reassembles his old team for an all-out war. Frank reunites with old Joe| crazy Marvin and wily Victoria to uncover a massive conspiracy that threatens their lives. Only their expert training will allow them to survive a near-impossible mission -- breaking into CIA headquarters.,25.561,Action,di Bonaventura Pictures,Canada,English,Robert Schwentke,Jon Hoeber,7.0,328994																																
337401,Mulan,6.906,6280,Released,2020-09-04,66800000,115,200000000,en,Mulan,When the Emperor of China issues a decree that one man per family must serve in the Imperial Chinese Army to defend the country from Huns| Hua Mulan| the eldest daughter of an honored warrior| steps in to take the place of her ailing father. She is spirited| determined and quick on her feet. Disguised as a man by the name of Hua Jun| she is tested every step of the way and must harness her innermost strength and embrace her true potential.,43.222,Adventure,Walt Disney Pictures,China,English,Niki Caro,Rick Jaffa,5.8,161518																																
527774,Raya and the Last Dragon,7.9,6271,Released,2021-03-03,130423032,107,100000000,en,Raya and the Last Dragon,Long ago| in the fantasy world of Kumandra| humans and dragons lived together in harmony. But when an evil force threatened the land| the dragons sacrificed themselves to save humanity. Now| 500 years later| that same evil has returned and itâ€™s up to a lone warrior| Raya| to track down the legendary last dragon to restore the fractured land and its divided people.,53.503,Animation,Walt Disney Pictures,United States of America,English,Don Hall,Qui Nguyen,7.3,176722																																
381283,mother!,7.0,6267,Released,2017-09-13,44516999,121,30000000,en,mother!,A couple's relationship is tested when uninvited guests arrive at their home| disrupting their tranquil existence.,24.705,Drama,Protozoa Pictures,United States of America,English,Darren Aronofsky,Darren Aronofsky,6.6,255553																																
