id,title,vote_average,vote_count,status,release_date,revenue,runtime,budget,original_language,original_title,overview,popularity,genres,production_companies,production_countries,spoken_languages,directors,writers,averageRating,numVotes																																
277834,Moana,7.6,11502,Released,2016-10-13,690860472,107,150000000,en,Moana,In Ancient Polynesia| when a terrible curse incurred by Maui reaches an impetuous Chieftain's daughter's island| she answers the Ocean's call to seek out the demigod to set things right.,17.963,Adventure,Walt Disney Pictures,United States of America,English,Ron Clements,Jared Bush,7.6,394087																																
399055,The Shape of Water,7.247,11490,Released,2017-12-01,195333312,123,19500000,en,The Shape of Water,An other-worldly story| set against the backdrop of Cold War era America circa 1962| where a mute janitor working at a lab falls in love with an amphibious man being held captive there and devises a plan to help him escape.,29.339,Drama,Double Dare You Productions,United States of America,English,Guillermo del Toro,Guillermo del Toro,7.3,454388																																
85,Raiders of the Lost Ark,7.924,11483,Released,1981-06-12,389925971,115,18000000,en,Raiders of the Lost Ark,When Dr. Indiana Jones â€“ the tweed-suited professor who just happens to be a celebrated archaeologist â€“ is hired by the government to locate the legendary Ark of the Covenant| he finds himself up against the entire Nazi regime.,60.763,Adventure,Paramount,United States of America,English,Steven Spielberg,Lawrence Kasdan,8.4,1055147																																
19908,Zombieland,7.3,11466,Released,2009-10-07,102391540,88,23600000,en,Zombieland,Columbus has made a habit of running from what scares him. Tallahassee doesn't have fears. If he did| he'd kick their ever-living ass. In a world overrun by zombies| these two are perfectly evolved survivors. But now| they're about to stare down the most terrifying prospect of all: each other.,32.08,Comedy,Pariah,United States of America,English,Ruben Fleischer,Rhett Reese,7.5,635264																																
127380,Finding Dory,7.042,11429,Released,2016-06-16,1028570889,97,200000000,en,Finding Dory,Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?,26.562,Adventure,Pixar,United States of America,English,Andrew Stanton,Andrew Stanton,7.2,312555																																
296096,Me Before You,7.918,11414,Released,2016-06-01,207945075,110,20000000,en,Me Before You,A small town girl is caught between dead-end jobs. A high-profile| successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance| the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together| each finds their world changing in ways neither of them could begin to imagine.,79.741,Drama,New Line Cinema,United States of America,English,Thea Sharrock,Jojo Moyes,7.4,298894																																
530915,1917,7.99,11395,Released,2019-12-25,394638258,119,100000000,en,1917,At the height of the First World War| two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.,44.356,War,DreamWorks Pictures,India,English,Sam Mendes,Sam Mendes,8.2,703405																																
398818,Call Me by Your Name,8.167,11367,Released,2017-09-01,43143046,132,4000000,en,Call Me by Your Name,In 1980s Italy| a relationship begins between seventeen-year-old teenage Elio and the older adult man hired as his father's research assistant.,32.15,Romance,La CinÃ©facture,Brazil,French,Luca Guadagnino,James Ivory,7.8,328450																																
82693,Silver Linings Playbook,7.13,11327,Released,2012-11-16,236412453,122,21000000,en,Silver Linings Playbook,After spending eight months in a mental institution| a former teacher moves back in with his parents and tries to reconcile with his ex-wife.,28.014,Drama,The Weinstein Company,United States of America,English,David O. Russell,David O. Russell,7.7,751404																																
809,Shrek 2,7.249,11323,Released,2004-05-19,928760770,93,150000000,en,Shrek 2,Shrek| Fiona and Donkey set off to Far| Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along| and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.,82.153,Animation,DreamWorks Pictures,United States of America,English,Andrew Adamson,William Steig,7.4,517786																																
14161,2012,5.819,11300,Released,2009-10-10,791217826,158,200000000,en,2012,"Dr. Adrian Helmsley| part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms| learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population| the entire race is doomed. Meanwhile| writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm| Curtis struggles to find a way to save his family. Meanwhile| volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",51.914,Action,Columbia Pictures,United States of America,Tibetan,Roland Emmerich,Roland Emmerich,5.8,404691																																
240,The Godfather Part II,8.591,11293,Released,1974-12-20,102600000,202,13000000,en,The Godfather Part II,In the continuing saga of the Corleone crime family| a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s| Michael Corleone attempts to expand the family business into Las Vegas| Hollywood and Cuba.,64.753,Drama,Paramount,United States of America,English,Francis Ford Coppola,Francis Ford Coppola,9.0,1396675																																
14,American Beauty,8.0,11260,Released,1999-09-15,356296601,122,15000000,en,American Beauty,Lester Burnham| a depressed suburban father in a mid-life crisis| decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.,29.837,Drama,Jinks/Cohen Company,United States of America,English,Sam Mendes,Alan Ball,8.3,1230318																																
70981,Prometheus,6.535,11255,Released,2012-05-30,403354469,124,130000000,en,Prometheus,A team of explorers discover a clue to the origins of mankind on Earth| leading them on a journey to the darkest corners of the universe. There| they must fight a terrifying battle to save the future of the human race.,60.299,Science Fiction,Dune Entertainment,United Kingdom,Gaelic,Ridley Scott,Jon Spaihts,7.0,666721																																
37799,The Social Network,7.358,11190,Released,2010-10-01,224920315,121,40000000,en,The Social Network,The tale of a new breed of cultural insurgent: a punk genius who sparked a revolution and changed the face of human interaction for a generation| and perhaps forever.,36.101,Drama,Columbia Pictures,United States of America,English,David Fincher,Aaron Sorkin,7.8,774913																																
166426,Pirates of the Caribbean: Dead Men Tell No Tales,6.648,11176,Released,2017-05-23,795922298,128,230000000,en,Pirates of the Caribbean: Dead Men Tell No Tales,Thrust into an all-new adventure| a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis| the evil Capt. Salazar| escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon| but to find it| he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy.,62.006,Adventure,Walt Disney Pictures,United States of America,English,Joachim RÃ¸nning,Jeff Nathanson,6.5,356371																																
546554,Knives Out,7.847,11156,Released,2019-11-27,312897920,131,40000000,en,Knives Out,When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday| the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff| Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.,39.064,Comedy,Lionsgate,United States of America,Spanish,Rian Johnson,Rian Johnson,7.9,795790																																
489,Good Will Hunting,8.149,11111,Released,1997-12-05,225933435,127,10000000,en,Good Will Hunting,Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem| his talents are discovered by Professor Gerald Lambeau| who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer| Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.,56.169,Drama,Miramax,United States of America,English,Gus Van Sant,Matt Damon,8.3,1103090																																
216015,Fifty Shades of Grey,5.882,11101,Released,2015-02-11,571006128,125,40000000,en,Fifty Shades of Grey,When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper| little does she realize the path her life will take. Christian| as enigmatic as he is rich and powerful| finds himself strangely drawn to Ana| and she to him. Though sexually inexperienced| Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.,96.283,Drama,Focus Features,United States of America,English,Sam Taylor-Johnson,Kelly Marcel,4.2,341403																																
350,The Devil Wears Prada,7.384,11089,Released,2006-06-29,326706115,109,35000000,en,The Devil Wears Prada,Andy moves to New York to work in the fashion industry. Her boss is extremely demanding| cruel and won't let her succeed if she doesn't fit into the high class elegant look of their magazine.,50.84,Comedy,Fox 2000 Pictures,France,English,David Frankel,Aline Brosh McKenna,6.9,485546																																
103,Taxi Driver,8.2,11081,Released,1976-02-09,28600000,114,1900000,en,Taxi Driver,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,41.36,Crime,Italo/Judeo Productions,United States of America,English,Martin Scorsese,Paul Schrader,8.2,950764																																
332562,A Star Is Born,7.503,11079,Released,2018-10-03,433888866,136,36000000,en,A Star Is Born,Seasoned musician Jackson Maine discovers â€” and falls in love with â€” struggling artist Ally. She has just about given up on her dream to make it big as a singer â€” until Jack coaxes her into the spotlight. But even as Ally's career takes off| the personal side of their relationship is breaking down| as Jack fights an ongoing battle with his own internal demons.,27.891,Music,Thunder Road,United States of America,English,Bradley Cooper,Eric Roth,7.6,428954																																
228150,Fury,7.518,11021,Released,2014-10-15,211817906,135,68000000,en,Fury,In the last months of World War II| as the Allies make their final push in the European theatre| a battle-hardened U.S. Army sergeant named 'Wardaddy' commands a Sherman tank called 'Fury' and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned| Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.,90.378,War,Columbia Pictures,United Kingdom,English,David Ayer,David Ayer,7.6,563614																																
1724,The Incredible Hulk,6.204,11006,Released,2008-06-12,163712074,114,150000000,en,The Incredible Hulk,Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization| he finds himself coming face to face with a new| deadly foe.,52.734,Science Fiction,Marvel Studios,United States of America,Portuguese,Louis Leterrier,Zak Penn,6.6,533515																																
23483,Kick-Ass,7.12,10997,Released,2010-03-22,96188903,117,28000000,en,Kick-Ass,Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero| even though he has no powers| training or meaningful reason to do so.,38.557,Action,Marv Films,United Kingdom,English,Matthew Vaughn,Jane Goldman,7.6,602481																																
2048,"I, Robot",6.939,10972,Released,2004-07-15,347234916,115,120000000,en,"I, Robot",In 2035| where robots are commonplace and abide by the three laws of robotics| a technophobic cop investigates an apparent suicide. Suspecting that a robot may be responsible for the death| his investigation leads him to believe that humanity may be in danger.,27.677,Action,Davis Entertainment,United States of America,English,Alex Proyas,Jeff Vintar,7.1,586830																																
6977,No Country for Old Men,7.933,10964,Released,2007-06-13,171627166,122,25000000,en,No Country for Old Men,Llewelyn Moss stumbles upon dead bodies| $2 million and a hoard of heroin in a Texas desert| but methodical killer Anton Chigurh comes looking for it| with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.,33.115,Crime,Miramax,United States of America,English,Ethan Coen,Joel Coen,8.2,1090748																																
61791,Rise of the Planet of the Apes,7.289,10799,Released,2011-08-03,482860185,105,93000000,en,Rise of the Planet of the Apes,A highly intelligent chimpanzee named Caesar has been living a peaceful suburban life ever since he was born. But when he gets taken to a cruel primate facility| Caesar decides to revolt against those who have harmed him.,38.032,Thriller,Dune Entertainment III,United States of America,English,Rupert Wyatt,Rick Jaffa,7.6,585789																																
161,Ocean's Eleven,7.43,10774,Released,2001-12-07,450717150,116,85000000,en,Ocean's Eleven,Less than 24 hours into his parole| charismatic thief Danny Ocean is already rolling out his next plan: In one night| Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash| Danny risks his chances of reconciling with ex-wife| Tess.,39.17,Thriller,Village Roadshow Pictures,United States of America,Italian,Steven Soderbergh,George Clayton Johnson,7.7,633193																																
745,The Sixth Sense,7.944,10754,Released,1999-08-06,672806292,107,40000000,en,The Sixth Sense,Following an unexpected tragedy| child psychologist Malcolm Crowe meets a nine year old boy named Cole Sear| who is hiding a dark secret.,32.836,Mystery,Spyglass Entertainment,United States of America,Latin,M. Night Shyamalan,M. Night Shyamalan,8.2,1077102																																
194,AmÃ©lie,7.905,10750,Released,2001-04-25,173921954,122,10000000,fr,Le Fabuleux Destin d'AmÃ©lie Poulain,At a tiny Parisian cafÃ©| the adorable yet painfully shy AmÃ©lie accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker| guardian angel| and all-around do-gooder. But when she bumps into a handsome stranger| will she find the courage to become the star of her very own love story?,42.494,Comedy,France 3 CinÃ©ma,France,French,Jean-Pierre Jeunet,Guillaume Laurant,8.3,806996																																
111,Scarface,8.168,10749,Released,1983-12-09,66023329,169,25000000,en,Scarface,After getting a green card in exchange for assassinating a Cuban government official| Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way| Tony eventually becomes the biggest drug lord in the state| controlling nearly all the cocaine that comes through Miami. But increased pressure from the police| wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.,54.199,Action,Universal Pictures,United States of America,English,Brian De Palma,Oliver Stone,8.3,940821																																
146233,Prisoners,8.091,10748,Released,2013-09-19,122126687,153,46000000,en,Prisoners,Keller Dover faces a parent's worst nightmare when his 6-year-old daughter| Anna| and her friend go missing. The only lead is an old motorhome that had been parked on their street. The head of the investigation| Detective Loki| arrests the driver| but a lack of evidence forces Loki to release his only suspect. Dover| knowing that his daughter's life is at stake| decides that he has no choice but to take matters into his own hands.,35.085,Drama,Madhouse Entertainment,United States of America,English,Denis Villeneuve,Aaron Guzikowski,8.2,840577																																
73,American History X,8.352,10729,Released,1998-07-01,23875127,119,20000000,en,American History X,Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother| Danny Vineyard's narration| we learn that before going to prison| Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison| Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.,36.427,Drama,New Line Cinema,United States of America,English,Tony Kaye,David McKenna,8.5,1209889																																
138843,The Conjuring,7.541,10683,Released,2013-07-18,320406242,112,13000000,en,The Conjuring,Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity| the Warrens find themselves caught in the most terrifying case of their lives.,105.394,Horror,Evergreen Media Group,United States of America,English,James Wan,Chad Hayes,7.5,572201																																
222935,The Fault in Our Stars,7.598,10655,Released,2014-05-16,307166834,126,14000000,en,The Fault in Our Stars,Despite the tumor-shrinking medical miracle that has bought her a few years| Hazel has never been anything but terminal| her final chapter inscribed upon diagnosis. But when a patient named Augustus Waters suddenly appears at Cancer Kid Support Group| Hazel's story is about to be completely rewritten.,30.209,Romance,TSG Entertainment,United States of America,English,Josh Boone,Scott Neustadter,7.7,408965																																
11036,The Notebook,7.88,10629,Released,2004-06-25,115603229,123,29000000,en,The Notebook,An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook| the old man's words bring to life the story about a couple who is separated by World War II| and is then passionately reunited| seven years later| after they have taken different paths.,55.483,Romance,New Line Cinema,United States of America,English,Nick Cassavetes,Jeremy Leven,7.8,638682																																
76203,12 Years a Slave,7.945,10603,Released,2013-10-18,187000000,134,20000000,en,12 Years a Slave,In the pre-Civil War United States| Solomon Northup| a free black man from upstate New York| is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive| but to retain his dignity. In the twelfth year of his unforgettable odyssey| Solomonâ€™s chance meeting with a Canadian abolitionist will forever alter his life.,34.808,Drama,New Regency Pictures,United States of America,English,Steve McQueen,John Ridley,8.1,753015																																
62,2001: A Space Odyssey,8.076,10575,Released,1968-04-02,71923560,149,12000000,en,2001: A Space Odyssey,Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000| the world's most advanced super computer.,48.932,Science Fiction,Stanley Kubrick Productions,United Kingdom,English,Stanley Kubrick,Stanley Kubrick,8.3,736598																																
49530,In Time,6.953,10556,Released,2011-10-27,173930596,109,40000000,en,In Time,In the not-too-distant future the aging gene has been switched off. To avoid overpopulation| time has become the currency and the way people pay for luxuries and necessities. The rich can live forever| while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time| though too late to help his mother from dying. He ends up on the run from a corrupt police force known as 'time keepers'.,67.242,Action,New Regency Pictures,United States of America,English,Andrew Niccol,Andrew Niccol,6.7,457926																																
812,Aladdin,7.645,10547,Released,1992-11-25,504050219,95,28000000,en,Aladdin,Princess Jasmine grows tired of being forced to remain in the palace| so she sneaks out into the marketplace| in disguise| where she meets street urchin Aladdin. The couple falls in love| although Jasmine may only marry a prince. After being thrown in jail| Aladdin becomes embroiled in a plot to find a mysterious lamp| with which the evil Jafar hopes to rule the land.,52.027,Animation,Walt Disney Pictures,United States of America,English,Ron Clements,Ron Clements,8.0,479090																																
490132,Green Book,8.242,10542,Released,2018-11-16,319700000,130,23000000,en,Green Book,Tony Lip| a bouncer in 1962| is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans| forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line| relied on a guide called The Negro Motorist Green Book.,34.768,Drama,Participant,United States of America,English,Peter Farrelly,Nick Vallelonga,8.2,604705																																
38757,Tangled,7.599,10539,Released,2010-11-24,592461732,100,260000000,en,Tangled,When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower| he's taken hostage by Rapunzel| a beautiful and feisty tower-bound teen with 70 feet of magical| golden hair. Flynn's curious captor| who's looking for her ticket out of the tower where she's been locked away for years| strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade| complete with a super-cop horse| an over-protective chameleon and a gruff gang of pub thugs.,84.14,Animation,Walt Disney Animation Studios,United States of America,English,Nathan Greno,Dan Fogelman,7.7,508437																																
8358,Cast Away,7.662,10531,Released,2000-12-22,429632142,143,90000000,en,Cast Away,Chuck Nolan| a top international manager for FedEx| and Kelly| a Ph.D. student| are in love and heading towards marriage. Then Chuck's plane to Malaysia crashes at sea during a terrible storm. He's the only survivor| and finds himself marooned on a desolate island. With no way to escape| Chuck must find ways to survive in his new home.,32.387,Adventure,Playtone,United States of America,Russian,Robert Zemeckis,William Broyles Jr.,7.8,652264																																
36657,X-Men,6.996,10530,Released,2000-07-13,296339527,104,75000000,en,X-Men,Two mutants| Rogue and Wolverine| come to a private academy for their kind whose resident superhero team| the X-Men| must oppose a terrorist organization with similar powers.,1.259,Adventure,The Donners' Company,United States of America,English,Bryan Singer,Tom DeSanto,7.3,663983																																
93456,Despicable Me 2,6.916,10523,Released,2013-06-26,970761885,98,76000000,en,Despicable Me 2,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,46.283,Animation,Illumination,United States of America,English,Pierre Coffin,Cinco Paul,7.3,436274																																
9502,Kung Fu Panda,7.24,10503,Released,2008-06-04,631744560,90,130000000,en,Kung Fu Panda,"When the Valley of Peace is threatened| lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero| but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress| Crane| Mantis| Viper and Monkey -- to give it a try.",52.866,Action,DreamWorks Animation,United States of America,English,Mark Osborne,Jonathan Aibel,7.6,537039																																
1858,Transformers,6.8,10477,Released,2007-06-27,709709780,143,150000000,en,Transformers,Young teenager Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots â€“ the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.,10.172,Adventure,DreamWorks Pictures,United States of America,Spanish,Michael Bay,Roberto Orci,7.1,686396																																
601,E.T. the Extra-Terrestrial,7.512,10467,Released,1982-06-11,792965500,115,10500000,en,E.T. the Extra-Terrestrial,An alien is left behind on Earth and saved by the 10-year-old Elliot who decides to keep him hidden in his home. While a task force hunts for the extra-terrestrial| Elliot| his brother| and his little sister Gertie form an emotional bond with their new friend| and try to help him find his way home.,50.334,Science Fiction,Universal Pictures,United States of America,English,Steven Spielberg,Melissa Mathison,7.9,446286																																
8681,Taken,7.387,10432,Released,2008-02-18,226830568,94,25000000,en,Taken,While vacationing with a friend in Paris| an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock| her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him| the job may be more than he can handle.,58.646,Action,Wintergreen Productions,France,English,Pierre Morel,Luc Besson,7.7,645385																																
351286,Jurassic World: Fallen Kingdom,6.548,10431,Released,2018-06-22,1310466296,129,170000000,en,Jurassic World: Fallen Kingdom,Three years after Jurassic World was destroyed| Isla Nublar now sits abandoned. When the island's dormant volcano begins roaring to life| Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.,44.365,Action,Amblin Entertainment,United States of America,English,J.A. Bayona,Derek Connolly,6.1,352432																																
115,The Big Lebowski,7.842,10390,Released,1998-03-06,47010480,117,15000000,en,The Big Lebowski,Jeffrey 'The Dude' Lebowski| a Los Angeles slacker who only wants to bowl and drink White Russians| is mistaken for another Jeffrey Lebowski| a wheelchair-bound millionaire| and finds himself dragged into a strange series of events involving nihilists| adult film producers| ferrets| errant toes| and large sums of money.,30.996,Comedy,Gramercy Pictures,United Kingdom,English,Joel Coen,Ethan Coen,8.1,875885																																
119450,Dawn of the Planet of the Apes,7.306,10321,Released,2014-06-26,710644566,130,170000000,en,Dawn of the Planet of the Apes,A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity| while Caesar tries to maintain dominance over his community of intelligent apes.,59.336,Science Fiction,TSG Entertainment,United States of America,English,Matt Reeves,Mark Bomback,7.6,493374																																
207,Dead Poets Society,8.312,10311,Released,1989-06-02,235860116,128,16400000,en,Dead Poets Society,At an elite| old-fashioned boarding school in New England| a passionate English teacher inspires his students to rebel against convention and seize the potential of every day| courting the disdain of the stern headmaster.,38.942,Drama,Touchstone Pictures,United States of America,English,Peter Weir,Tom Schulman,8.1,569025																																
372058,Your Name.,8.514,10303,Released,2016-08-26,357986087,106,0,ja,å›ã®åã¯ã€‚,High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night| they suddenly switch places. Mitsuha wakes up in Takiâ€™s body| and he in hers. This bizarre occurrence continues to happen randomly| and the two must adjust their lives around each other.,68.999,Romance,CoMix Wave Films,Japan,Japanese,Makoto Shinkai,Makoto Shinkai,8.4,338912																																
338952,Fantastic Beasts: The Crimes of Grindelwald,6.876,10203,Released,2018-11-14,654855901,134,200000000,en,Fantastic Beasts: The Crimes of Grindelwald,Gellert Grindelwald has escaped imprisonment and has begun gathering followers to his causeâ€”elevating wizards above all non-magical beings. The only one capable of putting a stop to him is the wizard he once called his closest friend| Albus Dumbledore. However| Dumbledore will need to seek help from the wizard who had thwarted Grindelwald once before| his former student Newt Scamander| who agrees to help| unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested| even among the truest friends and family| in an increasingly divided wizarding world.,29.783,Fantasy,Warner Bros. Pictures,United Kingdom,English,David Yates,J.K. Rowling,6.5,315305																																
562,Die Hard,7.775,10202,Released,1988-07-15,140767956,131,28000000,en,Die Hard,NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when| minutes after he arrives at her office| the entire building is overtaken by a group of terrorists. With little help from the LAPD| wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.,36.754,Action,Gordon Company,United States of America,English,John McTiernan,Roderick Thorp,8.2,963908																																
291805,Now You See Me 2,6.83,10172,Released,2016-06-02,334901337,129,90000000,en,Now You See Me 2,One year after outwitting the FBI and winning the publicâ€™s adulation with their mind-bending spectacles| the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.,33.753,Crime,Summit Entertainment,Hong Kong,Cantonese,Jon M. Chu,Ed Solomon,6.4,329750																																
771,Home Alone,7.412,10140,Released,1990-11-16,476684675,103,18000000,en,Home Alone,Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house| the plucky kid stands ready to defend his territory. By planting booby traps galore| adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before Christmas Day.,1.826,Comedy,Hughes Entertainment,United States of America,English,Chris Columbus,John Hughes,7.7,667213																																
604,The Matrix Reloaded,7.039,10128,Released,2003-05-15,738599701,138,150000000,en,The Matrix Reloaded,Six months after the events depicted in The Matrix| Neo has proved to be a good omen for the free humans| as more and more humans are being freed from the matrix and brought to Zion| the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed| ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250|000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war| Neo| Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough| Agent Smith has somehow escaped deletion| has become more powerful than before and has fixed Neo as his next target.,44.605,Adventure,Village Roadshow Pictures,United States of America,English,Lana Wachowski,Lilly Wachowski,7.2,642324																																
953,Madagascar,6.892,10103,Released,2005-05-25,542063846,86,75000000,en,Madagascar,Alex the lion is the king of the urban jungle| the main attraction at New York's Central Park Zoo. He and his best friendsâ€”Marty the zebra| Melman the giraffe and Gloria the hippoâ€”have spent their whole lives in blissful captivity before an admiring public and with regular meals provided for them. Not content to leave well enough alone| Marty lets his curiosity get the better of him and makes his escapeâ€”with the help of some prodigious penguinsâ€”to explore the world.,54.83,Family,DreamWorks Pictures,United States of America,English,Eric Darnell,Mark Burton,6.9,447971																																
266856,The Theory of Everything,7.86,10069,Released,2014-11-26,123726688,123,15000000,en,The Theory of Everything,The Theory of Everything is the extraordinary story of one of the worldâ€™s greatest living minds| the renowned astrophysicist Stephen Hawking| who falls deeply in love with fellow Cambridge student Jane Wilde.,20.867,Drama,Working Title Films,United Kingdom,Latin,James Marsh,Anthony McCarten,7.7,488872																																
242582,Nightcrawler,7.703,10032,Released,2014-10-23,50300000,118,8500000,en,Nightcrawler,When Lou Bloom| desperate for work| muscles into the world of L.A. crime journalism| he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina| a TV-news veteran.,44.274,Crime,Sierra/Affinity,United States of America,English,Dan Gilroy,Dan Gilroy,7.8,621611																																
82992,Fast & Furious 6,6.817,10021,Released,2013-05-21,788680968,131,160000000,en,Fast & Furious 6,Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries	 Dominic unexpectedly gets sidetracked with facing his presumed deceased girlfriend| Letty.,6.263,Action,Universal Pictures,Japan,Cantonese,Justin Lin,Chris Morgan,7.0,422844																															
75612,Oblivion,6.618,10015,Released,2013-04-10,286168572,124,120000000,en,Oblivion,Jack Harper is one of the last few drone repairmen stationed on Earth. Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs| Jackâ€™s mission is nearly complete. His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft. Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.,30.901,Action,Universal Pictures,United States of America,English,Joseph Kosinski,Karl Gajdusek,7.0,562132																																
310,Bruce Almighty,6.706,10010,Released,2003-05-23,484592874,101,80000000,en,Bruce Almighty,Bruce Nolan toils as a 'human interest' television reporter in Buffalo| N.Y.| but despite his high ratings and the love of his beautiful girlfriend| Bruce remains unfulfilled. At the end of the worst day in his life| he angrily ridicules Godâ€”and the Almighty responds| endowing Bruce with all of His divine powers.,33.909,Fantasy,Pit Bull Productions,United States of America,English,Tom Shadyac,Steve Koren,6.8,443379																																
13223,Gran Torino,7.994,10003,Released,2008-12-12,269958228,116,33000000,en,Gran Torino,Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor| Thao Lor| a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.,35.849,Drama,Matten Productions,United States of America,English,Clint Eastwood,Nick Schenk,8.1,826992																																
