Date;Pays;Infections;Deces;Guerisons;TauxDeces;TauxGuerison;TauxInfection
25/04/2020;Indonésie;8607;720;1042;8.37;12.11;79.53
25/04/2020;Irlande;18561;1063;9233;5.73;49.74;44.53
25/04/2020;Israël;15298;199;6435;1.30;42.06;56.63
25/04/2020;Inde;26283;825;5939;3.14;22.60;74.26
25/04/2020;Iraq;1763;86;1224;4.88;69.43;25.69
25/04/2020;Iran;89328;5650;68193;6.33;76.34;17.33
25/04/2020;Islande;1790;10;1570;0.56;87.71;11.73
25/04/2020;Italie;195351;26384;63120;13.51;32.31;54.18
25/04/2020;Jamaïque;305;7;28;2.30;9.18;88.52
25/04/2020;Jordanie;444;7;332;1.58;74.77;23.65
25/04/2020;Japon;13231;360;1656;2.72;12.52;84.76
25/04/2020;Kirghizistan;665;8;345;1.20;51.88;46.92
25/04/2020;Kenya;343;14;98;4.08;28.57;67.35
25/04/2020;Cambodge;122;0;117;0.00;95.90;4.10
25/04/2020;Saint-Kitts-et-Nevis;15;0;2;0.00;13.33;86.67
25/04/2020;Corée du Sud;10728;242;8717;2.26;81.25;16.49
25/04/2020;Koweït;2892;19;656;0.66;22.68;76.66
25/04/2020;Kazakhstan;2601;25;646;0.96;24.84;74.20
25/04/2020;Laos;19;0;7;0.00;36.84;63.16
25/04/2020;Liban;704;24;143;3.41;20.31;76.28
25/04/2020;Liechtenstein;81;1;55;1.23;67.90;30.86
25/04/2020;Sainte-Lucie;15;0;15;0.00;100.00;0.00
25/04/2020;Sri Lanka;460;7;118;1.52;25.65;72.83
25/04/2020;Libéria;120;11;25;9.17;20.83;70.00
25/04/2020;Lituanie;1426;41;460;2.88;32.26;64.87
25/04/2020;Luxembourg;3711;85;3088;2.29;83.21;14.50
25/04/2020;Lettonie;804;12;267;1.49;33.21;65.30
25/04/2020;Libye;61;2;18;3.28;29.51;67.21
25/04/2020;Maroc;3897;159;537;4.08;13.78;82.14
25/04/2020;Monaco;94;4;42;4.26;44.68;51.06
25/04/2020;Moldavie;3304;94;825;2.85;24.97;72.19
25/04/2020;Montenegro;320;6;153;1.88;47.81;50.31
25/04/2020;Saint Martin;38;3;24;7.89;63.16;28.95
25/04/2020;Madagascar;123;0;62;0.00;50.41;49.59
25/04/2020;Macédoine;1367;59;374;4.32;27.36;68.32
25/04/2020;Birmanie;146;5;10;3.42;6.85;89.73
25/04/2020;Mali;370;21;91;5.68;24.59;69.73
25/04/2020;Mongolie;37;0;9;0.00;24.32;75.68
25/04/2020;Macao;45;0;28;0.00;62.22;37.78
25/04/2020;Martinique;175;14;77;8.00;44.00;48.00
25/04/2020;Mauritanie;7;1;6;14.29;85.71;0.00
25/04/2020;Malte;448;4;249;0.89;55.58;43.53
25/04/2020;Maurice;331;9;295;2.72;89.12;8.16
25/04/2020;Mexique;13842;1305;7149;9.43;51.65;38.93
25/04/2020;Malawi;33;3;4;9.09;12.12;78.79
25/04/2020;Maldives;177;0;17;0.00;9.60;90.40
25/04/2020;Malaisie;5742;98;3762;1.71;65.52;32.78
25/04/2020;Mozambique;70;0;12;0.00;17.14;82.86
25/04/2020;Namibie;16;0;7;0.00;43.75;56.25
25/04/2020;Nouvelle-Calédonie;18;0;17;0.00;94.44;5.56
25/04/2020;Niger;684;27;325;3.95;47.51;48.54
25/04/2020;Nigéria;1182;35;222;2.96;18.78;78.26
25/04/2020;Nicaragua;12;3;7;25.00;58.33;16.67
25/04/2020;Norvège;7499;201;32;2.68;0.43;96.89
25/04/2020;Pays-Bas;37384;4424;102;11.83;0.27;87.89
25/04/2020;Népal;49;0;12;0.00;24.49;75.51
25/04/2020;Nouvelle-Zélande;1470;18;1142;1.22;77.69;21.09
25/04/2020;Oman;1905;10;329;0.52;17.27;82.20
25/04/2020;Panama;5538;159;338;2.87;6.10;91.03
25/04/2020;Pérou;25331;700;7797;2.76;30.78;66.46
25/04/2020;Polynésie Française;57;0;41;0.00;71.93;28.07
25/04/2020;Papouasie-Nouvelle-Guinée;8;0;0;0.00;0.00;100.00
25/04/2020;Philippines;7294;494;792;6.77;10.86;82.37
25/04/2020;Pologne;11273;524;2126;4.65;18.86;76.49
25/04/2020;Pakistan;12723;269;2866;2.11;22.53;75.36
25/04/2020;Palestine;342;2;92;0.58;26.90;72.51
25/04/2020;Portugal;23392;880;1277;3.76;5.46;90.78
25/04/2020;Paraguay;228;9;85;3.95;37.28;58.77
25/04/2020;Qatar;9358;10;929;0.11;9.93;89.97
25/04/2020;Réunion;417;0;300;0.00;71.94;28.06
25/04/2020;Roumanie;10635;601;2890;5.65;27.17;67.17
25/04/2020;Serbie;6630;125;870;1.89;13.12;84.99
25/04/2020;Fédération de Russie;74588;681;6250;0.91;8.38;90.71
25/04/2020;Rwanda;183;0;88;0.00;48.09;51.91
25/04/2020;Arabie Saoudite;16299;136;2215;0.83;13.59;85.58
25/04/2020;Seychelles;11;0;6;0.00;54.55;45.45
25/04/2020;Soudan;213;17;19;7.98;8.92;83.10
25/04/2020;Suède;18177;2192;1005;12.06;5.53;82.41
25/04/2020;Singapour;12693;12;1002;0.09;7.89;92.01
25/04/2020;Slovaquie;1373;17;386;1.24;28.11;70.65
25/04/2020;Slovénie;1388;81;219;5.84;15.78;78.39
25/04/2020;Sierra Leone;82;2;10;2.44;12.20;85.37
25/04/2020;Saint-Marin;513;40;64;7.80;12.48;79.73
25/04/2020;Sénégal;614;7;276;1.14;44.95;53.91
25/04/2020;Somalie;390;18;8;4.62;2.05;93.33
25/04/2020;Suriname;10;1;7;10.00;70.00;20.00
25/04/2020;Soudan du sud;5;0;0;0.00;0.00;100.00
25/04/2020;Sao Tomé-et-Principe;4;0;0;0.00;0.00;100.00
25/04/2020;El Salvador;274;8;75;2.92;27.37;69.71
25/04/2020;Syrie;42;3;11;7.14;26.19;66.67
25/04/2020;Eswatini;56;1;10;1.79;17.86;80.36
25/04/2020;Tchad;46;0;15;0.00;32.61;67.39
25/04/2020;Togo;96;6;62;6.25;64.58;29.17
25/04/2020;Thaïlande;2907;51;2547;1.75;87.62;10.63
25/04/2020;Timor-Leste;24;0;2;0.00;8.33;91.67
25/04/2020;Tunisie;939;38;207;4.05;22.04;73.91
25/04/2020;Turquie;107773;2706;25582;2.51;23.74;73.75
25/04/2020;Trinité-et-Tobago;115;8;53;6.96;46.09;46.96
25/04/2020;Taïwan;429;6;275;1.40;64.10;34.50
25/04/2020;Tanzanie;299;10;48;3.34;16.05;80.60
25/04/2020;Ukraine;8125;201;782;2.47;9.62;87.90
25/04/2020;Ouganda;75;0;46;0.00;61.33;38.67
25/04/2020;États-Unis;938154;53755;100372;5.73;10.70;83.57
25/04/2020;Uruguay;596;14;370;2.35;62.08;35.57
25/04/2020;Ouzbékistan;1862;8;707;0.43;37.97;61.60
25/04/2020;Vatican;9;0;2;0.00;22.22;77.78
25/04/2020;St-Vincent / Grenadines;14;0;5;0.00;35.71;64.29
25/04/2020;Venezuela;323;10;132;3.10;40.87;56.04
25/04/2020;Viet Nam;270;0;225;0.00;83.33;16.67
25/04/2020;Kosovo;510;12;93;2.35;18.24;79.41
25/04/2020;Mayotte;380;4;144;1.05;37.89;61.05
25/04/2020;Yémen;1;0;1;0.00;100.00;0.00
25/04/2020;Afrique du Sud;4361;86;1473;1.97;33.78;64.25
25/04/2020;Zambie;84;3;37;3.57;44.05;52.38
25/04/2020;Zimbabwe;31;4;2;12.90;6.45;80.65
25/04/2020;Autres;721;15;645;2.08;89.46;8.46
24/04/2020;Autres;721;15;645;2.08;89.46;8.46
24/04/2020;Zimbabwe;29;4;2;13.79;6.90;79.31
24/04/2020;Zambie;84;3;37;3.57;44.05;52.38
24/04/2020;Afrique du Sud;4220;79;1473;1.87;34.91;63.22
24/04/2020;Yémen;1;0;1;0.00;100.00;0.00
24/04/2020;Mayotte;354;4;144;1.13;40.68;58.19
24/04/2020;Kosovo;510;12;93;2.35;18.24;79.41
24/04/2020;Viet Nam;270;0;220;0.00;81.48;18.52
24/04/2020;Venezuela;318;10;132;3.14;41.51;55.35
24/04/2020;St-Vincent / Grenadines;14;0;5;0.00;35.71;64.29
24/04/2020;Vatican;9;0;2;0.00;22.22;77.78
24/04/2020;Ouzbékistan;1804;8;621;0.44;34.42;65.13
24/04/2020;Uruguay;563;12;369;2.13;65.54;32.33
24/04/2020;États-Unis;905333;51949;99079;5.74;10.94;83.32
24/04/2020;Ouganda;75;0;46;0.00;61.33;38.67
24/04/2020;Ukraine;7647;193;601;2.52;7.86;89.62
24/04/2020;Tanzanie;299;10;48;3.34;16.05;80.60
24/04/2020;Taïwan;428;6;264;1.40;61.68;36.92
24/04/2020;Trinité-et-Tobago;115;8;48;6.96;41.74;51.30
24/04/2020;Turquie;104912;2600;21737;2.48;20.72;76.80
24/04/2020;Tunisie;922;38;194;4.12;21.04;74.84
24/04/2020;Timor-Leste;24;0;2;0.00;8.33;91.67
24/04/2020;Thaïlande;2907;51;2547;1.75;87.62;10.63
24/04/2020;Togo;90;6;59;6.67;65.56;27.78
24/04/2020;Tchad;40;0;8;0.00;20.00;80.00
24/04/2020;Eswatini;36;1;10;2.78;27.78;69.44
24/04/2020;Syrie;42;3;6;7.14;14.29;78.57
24/04/2020;El Salvador;274;8;75;2.92;27.37;69.71
24/04/2020;Sao Tomé-et-Principe;4;0;0;0.00;0.00;100.00
24/04/2020;Soudan du sud;5;0;0;0.00;0.00;100.00
24/04/2020;Suriname;10;1;7;10.00;70.00;20.00
24/04/2020;Somalie;328;16;8;4.88;2.44;92.68
24/04/2020;Sénégal;545;7;262;1.28;48.07;50.64
24/04/2020;Saint-Marin;513;40;64;7.80;12.48;79.73
24/04/2020;Sierra Leone;82;2;10;2.44;12.20;85.37
24/04/2020;Slovénie;1373;80;211;5.83;15.37;78.81
24/04/2020;Slovaquie;1360;17;355;1.25;26.10;72.65
24/04/2020;Singapour;12075;12;956;0.10;7.92;91.98
24/04/2020;Suède;17567;2152;1005;12.25;5.72;82.03
24/04/2020;Soudan;174;16;14;9.20;8.05;82.76
24/04/2020;Seychelles;11;0;6;0.00;54.55;45.45
24/04/2020;Arabie Saoudite;15102;127;2049;0.84;13.57;85.59
24/04/2020;Rwanda;176;0;87;0.00;49.43;50.57
24/04/2020;Fédération de Russie;68622;615;5568;0.90;8.11;90.99
24/04/2020;Serbie;6630;125;870;1.89;13.12;84.99
24/04/2020;Roumanie;10417;567;2817;5.44;27.04;67.51
24/04/2020;Réunion;412;0;300;0.00;72.82;27.18
24/04/2020;Qatar;8525;10;809;0.12;9.49;90.39
24/04/2020;Paraguay;223;9;78;4.04;34.98;60.99
24/04/2020;Portugal;22797;854;1228;3.75;5.39;90.87
24/04/2020;Palestine;484;4;92;0.83;19.01;80.17
24/04/2020;Pakistan;11940;253;2755;2.12;23.07;74.81
24/04/2020;Pologne;10892;494;1944;4.54;17.85;77.62
24/04/2020;Philippines;7192;477;762;6.63;10.60;82.77
24/04/2020;Papouasie-Nouvelle-Guinée;8;0;0;0.00;0.00;100.00
24/04/2020;Polynésie Française;57;0;41;0.00;71.93;28.07
24/04/2020;Pérou;21648;634;7496;2.93;34.63;62.44
24/04/2020;Panama;5338;154;319;2.88;5.98;91.14
24/04/2020;Oman;1790;10;325;0.56;18.16;81.28
24/04/2020;Nouvelle-Zélande;1461;18;1118;1.23;76.52;22.25
24/04/2020;Népal;49;0;11;0.00;22.45;77.55
24/04/2020;Pays-Bas;36729;4304;102;11.72;0.28;88.00
24/04/2020;Norvège;7463;199;32;2.67;0.43;96.90
24/04/2020;Nicaragua;11;3;7;27.27;63.64;9.09
24/04/2020;Nigéria;1095;32;208;2.92;19.00;78.08
24/04/2020;Niger;681;24;289;3.52;42.44;54.04
24/04/2020;Nouvelle-Calédonie;18;0;17;0.00;94.44;5.56
24/04/2020;Namibie;16;0;7;0.00;43.75;56.25
24/04/2020;Mozambique;65;0;12;0.00;18.46;81.54
24/04/2020;Malaisie;5691;96;3663;1.69;64.36;33.95
24/04/2020;Maldives;129;0;16;0.00;12.40;87.60
24/04/2020;Malawi;33;3;4;9.09;12.12;78.79
24/04/2020;Mexique;12872;1221;7149;9.49;55.54;34.98
24/04/2020;Maurice;331;9;285;2.72;86.10;11.18
24/04/2020;Malte;447;3;223;0.67;49.89;49.44
24/04/2020;Mauritanie;7;1;6;14.29;85.71;0.00
24/04/2020;Martinique;170;14;77;8.24;45.29;46.47
24/04/2020;Macao;45;0;27;0.00;60.00;40.00
24/04/2020;Mongolie;37;0;9;0.00;24.32;75.68
24/04/2020;Mali;325;21;87;6.46;26.77;66.77
24/04/2020;Birmanie;144;5;9;3.47;6.25;90.28
24/04/2020;Macédoine;1326;57;337;4.30;25.41;70.29
24/04/2020;Madagascar;122;0;61;0.00;50.00;50.00
24/04/2020;Saint Martin;38;3;24;7.89;63.16;28.95
24/04/2020;Montenegro;319;6;123;1.88;38.56;59.56
24/04/2020;Moldavie;3110;84;755;2.70;24.28;73.02
24/04/2020;Monaco;94;4;41;4.26;43.62;52.13
24/04/2020;Maroc;3758;158;486;4.20;12.93;82.86
24/04/2020;Libye;61;2;18;3.28;29.51;67.21
24/04/2020;Lettonie;784;12;267;1.53;34.06;64.41
24/04/2020;Luxembourg;3695;85;3007;2.30;81.38;16.32
24/04/2020;Lituanie;1410;40;430;2.84;30.50;66.67
24/04/2020;Libéria;117;8;25;6.84;21.37;71.79
24/04/2020;Sri Lanka;420;7;109;1.67;25.95;72.38
24/04/2020;Sainte-Lucie;15;0;15;0.00;100.00;0.00
24/04/2020;Liechtenstein;81;1;55;1.23;67.90;30.86
24/04/2020;Liban;696;22;140;3.16;20.11;76.72
24/04/2020;Laos;19;0;4;0.00;21.05;78.95
24/04/2020;Kazakhstan;2482;25;604;1.01;24.34;74.66
24/04/2020;Koweït;2614;15;613;0.57;23.45;75.98
24/04/2020;Corée du Sud;10718;240;8635;2.24;80.57;17.20
24/04/2020;Saint-Kitts-et-Nevis;15;0;2;0.00;13.33;86.67
24/04/2020;Cambodge;122;0;117;0.00;95.90;4.10
24/04/2020;Kenya;336;14;94;4.17;27.98;67.86
24/04/2020;Kirghizistan;665;8;345;1.20;51.88;46.92
24/04/2020;Japon;12829;345;1530;2.69;11.93;85.38
24/04/2020;Jordanie;441;7;326;1.59;73.92;24.49
24/04/2020;Jamaïque;288;7;28;2.43;9.72;87.85
24/04/2020;Italie;192994;25969;60498;13.46;31.35;55.20
24/04/2020;Islande;1789;10;1542;0.56;86.19;13.25
24/04/2020;Iran;88194;5574;66599;6.32;75.51;18.17
24/04/2020;Iraq;1708;86;1204;5.04;70.49;24.47
24/04/2020;Inde;24530;780;5498;3.18;22.41;74.41
24/04/2020;Israël;15058;194;6003;1.29;39.87;58.85
24/04/2020;Irlande;18184;1014;9233;5.58;50.78;43.65
24/04/2020;Indonésie;8211;689;1002;8.39;12.20;79.41
24/04/2020;Hongrie;2443;262;458;10.72;18.75;70.53
24/04/2020;Haïti;72;6;6;8.33;8.33;83.33
24/04/2020;Croatie;2009;51;982;2.54;48.88;48.58
24/04/2020;Honduras;591;55;58;9.31;9.81;80.88
24/04/2020;Hong-Kong;1035;4;725;0.39;70.05;29.57
24/04/2020;Guyana;73;7;12;9.59;16.44;73.97
24/04/2020;Guinée-Bissau;52;0;3;0.00;5.77;94.23
24/04/2020;Guatemala;430;11;30;2.56;6.98;90.47
24/04/2020;Grèce;2490;130;577;5.22;23.17;71.61
24/04/2020;Guinée Équatoriale;214;1;7;0.47;3.27;96.26
24/04/2020;Guadeloupe;149;12;82;8.05;55.03;36.91
24/04/2020;Gambie;10;1;8;10.00;80.00;10.00
24/04/2020;Guinée;954;6;191;0.63;20.02;79.35
24/04/2020;Gibraltar;133;0;131;0.00;98.50;1.50
24/04/2020;Ghana;1279;10;134;0.78;10.48;88.74
24/04/2020;Guyane Française;111;1;87;0.90;78.38;20.72
24/04/2020;Géorgie;444;5;132;1.13;29.73;69.14
24/04/2020;Grenade;15;0;7;0.00;46.67;53.33
24/04/2020;Gabon;172;3;26;1.74;15.12;83.14
24/04/2020;Royaume-Uni;144507;19567;593;13.54;0.41;86.05
24/04/2020;France;159828;22245;43493;13.92;27.21;58.87
24/04/2020;Îles Féroé;187;0;178;0.00;95.19;4.81
24/04/2020;Fidji;18;0;10;0.00;55.56;44.44
24/04/2020;Finlande;4395;177;2500;4.03;56.88;39.09
24/04/2020;Éthiopie;117;3;25;2.56;21.37;76.07
24/04/2020;Espagne;219764;22524;92355;10.25;42.02;47.73
24/04/2020;Érythrée;39;0;11;0.00;28.21;71.79
24/04/2020;Sahara Occidental;6;0;5;0.00;83.33;16.67
24/04/2020;Égypte;4092;294;1075;7.18;26.27;66.54
24/04/2020;Estonie;1605;46;206;2.87;12.83;84.30
24/04/2020;Équateur;22719;576;1366;2.54;6.01;91.45
24/04/2020;Algérie;3127;415;1408;13.27;45.03;41.70
24/04/2020;République Dominicaine;5749;267;763;4.64;13.27;82.08
24/04/2020;Dominique;16;0;10;0.00;62.50;37.50
24/04/2020;Danemark;8221;403;5537;4.90;67.35;27.75
24/04/2020;Allemagne;154999;5760;109800;3.72;70.84;25.44
24/04/2020;Djibouti;999;2;330;0.20;33.03;66.77
24/04/2020;République Tchèque;7273;214;2371;2.94;32.60;64.46
24/04/2020;Chypre;804;14;98;1.74;12.19;86.07
24/04/2020;Cap-vert;88;1;1;1.14;1.14;97.73
24/04/2020;Cuba;1285;49;416;3.81;32.37;63.81
24/04/2020;Costa Rica;687;6;216;0.87;31.44;67.69
24/04/2020;Colombie;4881;225;1003;4.61;20.55;74.84
24/04/2020;Chine;82819;4632;77357;5.59;93.40;1.00
24/04/2020;Cameroun;1430;43;668;3.01;46.71;50.28
24/04/2020;Chili;12306;174;6327;1.41;51.41;47.17
24/04/2020;Côte d'Ivoire;1077;14;419;1.30;38.90;59.80
24/04/2020;Suisse;28677;1589;21000;5.54;73.23;21.23
24/04/2020;Congo (Brazzaville);200;6;19;3.00;9.50;87.50
24/04/2020;République Centrafricaine;16;0;10;0.00;62.50;37.50
24/04/2020;Rép. Dém. du Congo;394;25;48;6.35;12.18;81.47
24/04/2020;Canada;44056;2386;15149;5.42;34.39;60.20
24/04/2020;Belize;18;2;5;11.11;27.78;61.11
24/04/2020;Bélarus;8773;63;1120;0.72;12.77;86.52
24/04/2020;Botswana;22;1;0;4.55;0.00;95.45
24/04/2020;Bhoutan;7;0;3;0.00;42.86;57.14
24/04/2020;Bahamas;73;11;15;15.07;20.55;64.38
24/04/2020;Brésil;54043;3704;27655;6.85;51.17;41.97
24/04/2020;Bolivie;807;44;54;5.45;6.69;87.86
24/04/2020;Brunéi Darussalam;138;1;120;0.72;86.96;12.32
24/04/2020;Saint Barthélemy;6;0;6;0.00;100.00;0.00
24/04/2020;Bénin;54;1;27;1.85;50.00;48.15
24/04/2020;Burundi;11;1;4;9.09;36.36;54.55
24/04/2020;Bahreïn;2518;8;1113;0.32;44.20;55.48
24/04/2020;Bulgarie;1234;54;197;4.38;15.96;79.66
24/04/2020;Burkina Faso;629;41;425;6.52;67.57;25.91
24/04/2020;Belgique;44293;6679;10122;15.08;22.85;62.07
24/04/2020;Bangladesh;4689;131;112;2.79;2.39;94.82
24/04/2020;Barbade;77;6;31;7.79;40.26;51.95
24/04/2020;Bosnie-Herzégovine;1421;55;538;3.87;37.86;58.27
24/04/2020;Azerbaïdjan;1592;21;1013;1.32;63.63;35.05
24/04/2020;Australie;6677;79;4124;1.18;61.76;37.05
24/04/2020;Autriche;15071;530;11872;3.52;78.77;17.71
24/04/2020;Argentine;3607;176;976;4.88;27.06;68.06
24/04/2020;Angola;25;2;6;8.00;24.00;68.00
24/04/2020;Arménie;1596;27;728;1.69;45.61;52.69
24/04/2020;Antigua-et-Barbuda;24;3;11;12.50;45.83;41.67
24/04/2020;Albanie;678;27;394;3.98;58.11;37.91
24/04/2020;Afghanistan;1351;43;188;3.18;13.92;82.90
24/04/2020;Émirats Arabes Unis;9281;64;1760;0.69;18.96;80.35
24/04/2020;Andorre;731;40;344;5.47;47.06;47.47
23/04/2020;Andorre;723;37;333;5.12;46.06;48.82
23/04/2020;Émirats Arabes Unis;8756;56;1637;0.64;18.70;80.66
23/04/2020;Afghanistan;1279;42;179;3.28;14.00;82.72
23/04/2020;Albanie;663;27;385;4.07;58.07;37.86
23/04/2020;Antigua-et-Barbuda;24;3;10;12.50;41.67;45.83
23/04/2020;Arménie;1523;24;659;1.58;43.27;55.15
23/04/2020;Angola;25;2;6;8.00;24.00;68.00
23/04/2020;Argentine;3435;165;919;4.80;26.75;68.44
23/04/2020;Autriche;15002;522;11694;3.48;77.95;18.57
23/04/2020;Australie;6661;75;4124;1.13;61.91;36.96
23/04/2020;Azerbaïdjan;1548;20;948;1.29;61.24;37.47
23/04/2020;Bosnie-Herzégovine;1413;54;485;3.82;34.32;61.85
23/04/2020;Barbade;76;6;30;7.89;39.47;52.63
23/04/2020;Bangladesh;4186;127;108;3.03;2.58;94.39
23/04/2020;Belgique;42797;6490;9800;15.16;22.90;61.94
23/04/2020;Burkina Faso;616;41;410;6.66;66.56;26.79
23/04/2020;Bulgarie;1097;52;190;4.74;17.32;77.94
23/04/2020;Bahreïn;2217;8;1082;0.36;48.80;50.83
23/04/2020;Burundi;11;1;4;9.09;36.36;54.55
23/04/2020;Bénin;54;1;27;1.85;50.00;48.15
23/04/2020;Saint Barthélemy;6;0;6;0.00;100.00;0.00
23/04/2020;Brunéi Darussalam;138;1;119;0.72;86.23;13.04
23/04/2020;Bolivie;703;43;44;6.12;6.26;87.62
23/04/2020;Brésil;50036;3331;26573;6.66;53.11;40.24
23/04/2020;Bahamas;72;11;14;15.28;19.44;65.28
23/04/2020;Bhoutan;7;0;3;0.00;42.86;57.14
23/04/2020;Botswana;22;1;0;4.55;0.00;95.45
23/04/2020;Bélarus;8022;60;938;0.75;11.69;87.56
23/04/2020;Belize;18;2;5;11.11;27.78;61.11
23/04/2020;Canada;43286;2241;14761;5.18;34.10;60.72
23/04/2020;Rép. Dém. du Congo;377;25;47;6.63;12.47;80.90
23/04/2020;République Centrafricaine;16;0;10;0.00;62.50;37.50
23/04/2020;Congo (Brazzaville);186;6;16;3.23;8.60;88.17
23/04/2020;Suisse;28496;1549;20600;5.44;72.29;22.27
23/04/2020;Côte d'Ivoire;1004;14;359;1.39;35.76;62.85
23/04/2020;Chili;11812;168;5804;1.42;49.14;49.44
23/04/2020;Cameroun;1334;43;668;3.22;50.07;46.70
23/04/2020;Chine;82804;4632;77257;5.59;93.30;1.11
23/04/2020;Colombie;4561;215;927;4.71;20.32;74.96
23/04/2020;Costa Rica;686;6;196;0.87;28.57;70.55
23/04/2020;Cuba;1235;43;365;3.48;29.55;66.96
23/04/2020;Cap-vert;82;1;1;1.22;1.22;97.56
23/04/2020;Chypre;795;13;98;1.64;12.33;86.04
23/04/2020;République Tchèque;7187;210;2152;2.92;29.94;67.14
23/04/2020;Djibouti;986;2;252;0.20;25.56;74.24
23/04/2020;Allemagne;153129;5575;103300;3.64;67.46;28.90
23/04/2020;Danemark;8084;394;5395;4.87;66.74;28.39
23/04/2020;Dominique;16;0;9;0.00;56.25;43.75
23/04/2020;République Dominicaine;5543;265;581;4.78;10.48;84.74
23/04/2020;Algérie;3007;407;1355;13.54;45.06;41.40
23/04/2020;Équateur;11183;560;1328;5.01;11.88;83.12
23/04/2020;Estonie;1592;45;192;2.83;12.06;85.11
23/04/2020;Égypte;3891;287;1004;7.38;25.80;66.82
23/04/2020;Sahara Occidental;6;0;5;0.00;83.33;16.67
23/04/2020;Érythrée;39;0;6;0.00;15.38;84.62
23/04/2020;Espagne;213024;22157;89250;10.40;41.90;47.70
23/04/2020;Éthiopie;116;3;21;2.59;18.10;79.31
23/04/2020;Finlande;4284;172;2000;4.01;46.69;49.30
23/04/2020;Fidji;18;0;8;0.00;44.44;55.56
23/04/2020;Îles Féroé;187;0;178;0.00;95.19;4.81
23/04/2020;France;158183;21856;42088;13.82;26.61;59.58
23/04/2020;Royaume-Uni;139113;18791;583;13.51;0.42;86.07
23/04/2020;Gabon;167;2;24;1.20;14.37;84.43
23/04/2020;Grenade;15;0;6;0.00;40.00;60.00
23/04/2020;Géorgie;425;5;111;1.18;26.12;72.71
23/04/2020;Guyane Française;107;1;84;0.93;78.50;20.56
23/04/2020;Ghana;1154;9;99;0.78;8.58;90.64
23/04/2020;Gibraltar;133;0;129;0.00;96.99;3.01
23/04/2020;Guinée;862;6;170;0.70;19.72;79.58
23/04/2020;Gambie;10;1;2;10.00;20.00;70.00
23/04/2020;Guadeloupe;148;12;76;8.11;51.35;40.54
23/04/2020;Guinée Équatoriale;84;1;7;1.19;8.33;90.48
23/04/2020;Grèce;2463;125;577;5.08;23.43;71.50
23/04/2020;Guatemala;384;11;30;2.86;7.81;89.32
23/04/2020;Guinée-Bissau;50;0;3;0.00;6.00;94.00
23/04/2020;Guyana;70;7;9;10.00;12.86;77.14
23/04/2020;Hong-Kong;1035;4;699;0.39;67.54;32.08
23/04/2020;Honduras;519;47;31;9.06;5.97;84.97
23/04/2020;Croatie;1981;50;883;2.52;44.57;52.90
23/04/2020;Haïti;72;5;2;6.94;2.78;90.28
23/04/2020;Hongrie;2284;239;390;10.46;17.08;72.46
23/04/2020;Indonésie;7775;647;960;8.32;12.35;79.33
23/04/2020;Irlande;17607;794;9233;4.51;52.44;43.05
23/04/2020;Israël;14803;192;5611;1.30;37.90;60.80
23/04/2020;Inde;23077;721;5012;3.12;21.72;75.16
23/04/2020;Iraq;1677;83;1171;4.95;69.83;25.22
23/04/2020;Iran;87026;5481;64843;6.30;74.51;19.19
23/04/2020;Islande;1789;10;1509;0.56;84.35;15.09
23/04/2020;Italie;189973;25549;57576;13.45;30.31;56.24
23/04/2020;Jamaïque;257;6;28;2.33;10.89;86.77
23/04/2020;Jordanie;437;7;318;1.60;72.77;25.63
23/04/2020;Japon;12368;328;1494;2.65;12.08;85.27
23/04/2020;Kirghizistan;631;8;302;1.27;47.86;50.87
23/04/2020;Kenya;320;14;89;4.38;27.81;67.81
23/04/2020;Cambodge;122;0;110;0.00;90.16;9.84
23/04/2020;Saint-Kitts-et-Nevis;15;0;1;0.00;6.67;93.33
23/04/2020;Corée du Sud;10708;240;8501;2.24;79.39;18.37
23/04/2020;Koweït;2399;14;498;0.58;20.76;78.66
23/04/2020;Kazakhstan;2289;20;560;0.87;24.46;74.66
23/04/2020;Laos;19;0;4;0.00;21.05;78.95
23/04/2020;Liban;688;22;140;3.20;20.35;76.45
23/04/2020;Sainte-Lucie;15;0;15;0.00;100.00;0.00
23/04/2020;Liechtenstein;81;1;55;1.23;67.90;30.86
23/04/2020;Sri Lanka;368;7;107;1.90;29.08;69.02
23/04/2020;Libéria;101;8;20;7.92;19.80;72.28
23/04/2020;Lituanie;1398;40;399;2.86;28.54;68.60
23/04/2020;Luxembourg;3665;83;728;2.26;19.86;77.87
23/04/2020;Lettonie;778;11;133;1.41;17.10;81.49
23/04/2020;Libye;60;2;15;3.33;25.00;71.67
23/04/2020;Maroc;3568;155;456;4.34;12.78;82.88
23/04/2020;Monaco;94;4;35;4.26;37.23;58.51
23/04/2020;Moldavie;2926;80;661;2.73;22.59;74.68
23/04/2020;Montenegro;316;5;123;1.58;38.92;59.49
23/04/2020;Saint Martin;38;2;19;5.26;50.00;44.74
23/04/2020;Madagascar;121;0;58;0.00;47.93;52.07
23/04/2020;Macédoine;1300;56;301;4.31;23.15;72.54
23/04/2020;Birmanie;139;5;9;3.60;6.47;89.93
23/04/2020;Mali;309;21;77;6.80;24.92;68.28
23/04/2020;Mongolie;36;0;9;0.00;25.00;75.00
23/04/2020;Macao;45;0;27;0.00;60.00;40.00
23/04/2020;Martinique;164;14;73;8.54;44.51;46.95
23/04/2020;Mauritanie;7;1;6;14.29;85.71;0.00
