Date;Pays;Infections;Deces;Guerisons;TauxDeces;TauxGuerison;TauxInfection
02/04/2020;Seychelles;10;0;0;0.00;0.00;100.00
02/04/2020;Arabie Saoudite;1885;21;328;1.11;17.40;81.49
02/04/2020;Rwanda;84;0;0;0.00;0.00;100.00
02/04/2020;Fédération de Russie;3548;30;235;0.85;6.62;92.53
02/04/2020;Serbie;1171;31;0;2.65;0.00;97.35
02/04/2020;Roumanie;2738;115;267;4.20;9.75;86.05
02/04/2020;Réunion;308;0;40;0.00;12.99;87.01
02/04/2020;Qatar;949;3;72;0.32;7.59;92.10
02/04/2020;Paraguay;77;3;2;3.90;2.60;93.51
02/04/2020;Portugal;9034;209;68;2.31;0.75;96.93
02/04/2020;Palestine;161;1;18;0.62;11.18;88.20
02/04/2020;Pakistan;2421;34;125;1.40;5.16;93.43
02/04/2020;Pologne;2946;57;56;1.93;1.90;96.16
02/04/2020;Philippines;2633;107;51;4.06;1.94;94.00
02/04/2020;Papouasie-Nouvelle-Guinée;1;0;0;0.00;0.00;100.00
02/04/2020;Polynésie Française;37;0;0;0.00;0.00;100.00
02/04/2020;Pérou;1414;55;537;3.89;37.98;58.13
02/04/2020;Panama;1317;32;9;2.43;0.68;96.89
02/04/2020;Oman;231;1;57;0.43;24.68;74.89
02/04/2020;Nouvelle-Zélande;797;1;92;0.13;11.54;88.33
02/04/2020;Népal;6;0;1;0.00;16.67;83.33
02/04/2020;Pays-Bas;14788;1341;260;9.07;1.76;89.17
02/04/2020;Norvège;5147;50;32;0.97;0.62;98.41
02/04/2020;Nicaragua;5;1;0;20.00;0.00;80.00
02/04/2020;Nigéria;184;2;20;1.09;10.87;88.04
02/04/2020;Niger;98;5;0;5.10;0.00;94.90
02/04/2020;Nouvelle-Calédonie;18;0;1;0.00;5.56;94.44
02/04/2020;Namibie;14;0;3;0.00;21.43;78.57
02/04/2020;Malaisie;3116;50;767;1.60;24.61;73.78
02/04/2020;Mozambique;10;0;0;0.00;0.00;100.00
02/04/2020;Maldives;19;0;13;0.00;68.42;31.58
02/04/2020;Malawi;3;0;0;0.00;0.00;100.00
02/04/2020;Mexique;1378;37;35;2.69;2.54;94.78
02/04/2020;Maurice;169;7;0;4.14;0.00;95.86
02/04/2020;Malte;196;0;2;0.00;1.02;98.98
02/04/2020;Mauritanie;6;1;2;16.67;33.33;50.00
02/04/2020;Martinique;138;3;27;2.17;19.57;78.26
02/04/2020;Mongolie;14;0;2;0.00;14.29;85.71
02/04/2020;Macao;41;0;10;0.00;24.39;75.61
02/04/2020;Mali;36;3;0;8.33;0.00;91.67
02/04/2020;Birmanie;20;1;0;5.00;0.00;95.00
02/04/2020;Macédoine;384;11;17;2.86;4.43;92.71
02/04/2020;Madagascar;59;0;0;0.00;0.00;100.00
02/04/2020;Saint Martin;22;1;2;4.55;9.09;86.36
02/04/2020;Montenegro;144;2;0;1.39;0.00;98.61
02/04/2020;Moldavie;505;6;23;1.19;4.55;94.26
02/04/2020;Monaco;60;1;2;1.67;3.33;95.00
02/04/2020;Maroc;708;44;31;6.21;4.38;89.41
02/04/2020;Libye;11;1;0;9.09;0.00;90.91
02/04/2020;Lettonie;458;0;31;0.00;6.77;93.23
02/04/2020;Luxembourg;2487;30;80;1.21;3.22;95.58
02/04/2020;Lituanie;649;9;7;1.39;1.08;97.53
02/04/2020;Libéria;6;0;0;0.00;0.00;100.00
02/04/2020;Sri Lanka;151;4;21;2.65;13.91;83.44
02/04/2020;Liechtenstein;75;0;0;0.00;0.00;100.00
02/04/2020;Sainte-Lucie;13;0;1;0.00;7.69;92.31
02/04/2020;Liban;494;16;46;3.24;9.31;87.45
02/04/2020;Laos;10;0;0;0.00;0.00;100.00
02/04/2020;Kazakhstan;435;3;27;0.69;6.21;93.10
02/04/2020;Koweït;342;0;81;0.00;23.68;76.32
02/04/2020;Corée du Sud;9976;169;5828;1.69;58.42;39.89
02/04/2020;Cambodge;110;0;34;0.00;30.91;69.09
02/04/2020;Saint-Kitts-et-Nevis;9;0;0;0.00;0.00;100.00
02/04/2020;Kirghizistan;116;0;5;0.00;4.31;95.69
02/04/2020;Kenya;110;3;4;2.73;3.64;93.64
02/04/2020;Japon;2495;62;472;2.48;18.92;78.60
02/04/2020;Jordanie;299;5;45;1.67;15.05;83.28
02/04/2020;Jamaïque;47;3;2;6.38;4.26;89.36
02/04/2020;Italie;115242;13915;18278;12.07;15.86;72.06
02/04/2020;Islande;1319;4;284;0.30;21.53;78.17
02/04/2020;Iran;50468;3160;16711;6.26;33.11;60.63
02/04/2020;Iraq;772;54;202;6.99;26.17;66.84
02/04/2020;Israël;6857;36;338;0.53;4.93;94.55
02/04/2020;Inde;2543;72;191;2.83;7.51;89.66
02/04/2020;Irlande;3849;98;5;2.55;0.13;97.32
02/04/2020;Indonésie;1790;170;112;9.50;6.26;84.25
02/04/2020;Hongrie;585;21;42;3.59;7.18;89.23
02/04/2020;Haïti;16;0;1;0.00;6.25;93.75
02/04/2020;Honduras;219;14;3;6.39;1.37;92.24
02/04/2020;Hong-Kong;802;4;147;0.50;18.33;81.17
02/04/2020;Croatie;1011;7;88;0.69;8.70;90.60
02/04/2020;Guyana;19;4;0;21.05;0.00;78.95
02/04/2020;Guinée-Bissau;9;0;0;0.00;0.00;100.00
02/04/2020;Guatemala;47;1;12;2.13;25.53;72.34
02/04/2020;Grèce;1544;53;61;3.43;3.95;92.62
02/04/2020;Guinée Équatoriale;15;0;1;0.00;6.67;93.33
02/04/2020;Guadeloupe;128;6;24;4.69;18.75;76.56
02/04/2020;Guinée;52;0;0;0.00;0.00;100.00
02/04/2020;Gambie;4;1;2;25.00;50.00;25.00
02/04/2020;Ghana;204;5;31;2.45;15.20;82.35
02/04/2020;Gibraltar;88;0;46;0.00;52.27;47.73
02/04/2020;Guyane Française;51;0;15;0.00;29.41;70.59
02/04/2020;Géorgie;134;0;26;0.00;19.40;80.60
02/04/2020;Grenade;10;0;0;0.00;0.00;100.00
02/04/2020;Gabon;21;1;0;4.76;0.00;95.24
02/04/2020;Royaume-Uni;34085;2926;146;8.58;0.43;90.99
02/04/2020;France;71533;5387;12428;7.53;17.37;75.10
02/04/2020;Îles Féroé;177;0;81;0.00;45.76;54.24
02/04/2020;Finlande;1518;19;300;1.25;19.76;78.99
02/04/2020;Fidji;7;0;0;0.00;0.00;100.00
02/04/2020;Éthiopie;29;0;3;0.00;10.34;89.66
02/04/2020;Érythrée;22;0;0;0.00;0.00;100.00
02/04/2020;Espagne;112065;10348;26743;9.23;23.86;66.90
02/04/2020;Égypte;865;58;201;6.71;23.24;70.06
02/04/2020;Estonie;858;11;45;1.28;5.24;93.47
02/04/2020;Équateur;3163;120;65;3.79;2.06;94.15
02/04/2020;Algérie;986;86;61;8.72;6.19;85.09
02/04/2020;République Dominicaine;1380;60;16;4.35;1.16;94.49
02/04/2020;Dominique;12;0;0;0.00;0.00;100.00
02/04/2020;Danemark;3396;123;1091;3.62;32.13;64.25
02/04/2020;Djibouti;40;0;0;0.00;0.00;100.00
02/04/2020;Allemagne;84794;1107;22440;1.31;26.46;72.23
02/04/2020;République Tchèque;3858;44;67;1.14;1.74;97.12
02/04/2020;Chypre;356;10;28;2.81;7.87;89.33
02/04/2020;Cap-vert;6;1;0;16.67;0.00;83.33
02/04/2020;Cuba;233;6;13;2.58;5.58;91.85
02/04/2020;Costa Rica;396;2;6;0.51;1.52;97.98
02/04/2020;Colombie;1161;19;55;1.64;4.74;93.63
02/04/2020;Chine;81589;3318;76408;4.07;93.65;2.28
02/04/2020;Cameroun;306;7;10;2.29;3.27;94.44
02/04/2020;Chili;3404;18;335;0.53;9.84;89.63
02/04/2020;Côte d'Ivoire;194;1;15;0.52;7.73;91.75
02/04/2020;Suisse;18827;536;4013;2.85;21.32;75.84
02/04/2020;Congo (Brazzaville);22;2;2;9.09;9.09;81.82
02/04/2020;République Centrafricaine;3;0;0;0.00;0.00;100.00
02/04/2020;Rép. Dém. du Congo;134;13;3;9.70;2.24;88.06
02/04/2020;Canada;11284;139;1735;1.23;15.38;83.39
02/04/2020;Belize;3;0;0;0.00;0.00;100.00
02/04/2020;Bélarus;304;4;53;1.32;17.43;81.25
02/04/2020;Botswana;4;1;0;25.00;0.00;75.00
02/04/2020;Bhoutan;5;0;1;0.00;20.00;80.00
02/04/2020;Bahamas;24;1;1;4.17;4.17;91.67
02/04/2020;Brésil;8044;324;127;4.03;1.58;94.39
02/04/2020;Bolivie;123;8;1;6.50;0.81;92.68
02/04/2020;Brunéi Darussalam;133;1;56;0.75;42.11;57.14
02/04/2020;Saint Barthélemy;6;0;1;0.00;16.67;83.33
02/04/2020;Bénin;13;0;1;0.00;7.69;92.31
02/04/2020;Burundi;3;0;0;0.00;0.00;100.00
02/04/2020;Bahreïn;643;4;381;0.62;59.25;40.12
02/04/2020;Bulgarie;457;10;25;2.19;5.47;92.34
02/04/2020;Burkina Faso;288;16;50;5.56;17.36;77.08
02/04/2020;Belgique;15348;1011;2495;6.59;16.26;77.16
02/04/2020;Bangladesh;56;6;25;10.71;44.64;44.64
02/04/2020;Barbade;46;0;0;0.00;0.00;100.00
02/04/2020;Azerbaïdjan;400;5;26;1.25;6.50;92.25
02/04/2020;Bosnie-Herzégovine;533;16;20;3.00;3.75;93.25
02/04/2020;Australie;5116;24;520;0.47;10.16;89.37
02/04/2020;Autriche;11129;158;1749;1.42;15.72;82.86
02/04/2020;Argentine;1133;36;256;3.18;22.59;74.23
02/04/2020;Angola;8;2;1;25.00;12.50;62.50
02/04/2020;Arménie;663;7;33;1.06;4.98;93.97
02/04/2020;Albanie;277;16;76;5.78;27.44;66.79
02/04/2020;Afghanistan;273;6;10;2.20;3.66;94.14
02/04/2020;Antigua-et-Barbuda;9;0;0;0.00;0.00;100.00
02/04/2020;Andorre;428;15;10;3.50;2.34;94.16
02/04/2020;Émirats Arabes Unis;1024;8;96;0.78;9.38;89.84
01/04/2020;Émirats Arabes Unis;814;8;61;0.98;7.49;91.52
01/04/2020;Andorre;390;14;10;3.59;2.56;93.85
01/04/2020;Antigua-et-Barbuda;7;0;0;0.00;0.00;100.00
01/04/2020;Afghanistan;237;4;5;1.69;2.11;96.20
01/04/2020;Albanie;259;15;67;5.79;25.87;68.34
01/04/2020;Arménie;571;4;31;0.70;5.43;93.87
01/04/2020;Angola;8;2;1;25.00;12.50;62.50
01/04/2020;Argentine;1054;28;248;2.66;23.53;73.81
01/04/2020;Autriche;10711;146;1436;1.36;13.41;85.23
01/04/2020;Australie;4862;20;422;0.41;8.68;90.91
01/04/2020;Bosnie-Herzégovine;459;13;19;2.83;4.14;93.03
01/04/2020;Azerbaïdjan;359;5;26;1.39;7.24;91.36
01/04/2020;Barbade;34;0;0;0.00;0.00;100.00
01/04/2020;Bangladesh;54;6;25;11.11;46.30;42.59
01/04/2020;Belgique;13964;828;2132;5.93;15.27;78.80
01/04/2020;Burkina Faso;282;16;46;5.67;16.31;78.01
01/04/2020;Bulgarie;422;10;20;2.37;4.74;92.89
01/04/2020;Bahreïn;569;4;337;0.70;59.23;40.07
01/04/2020;Burundi;2;0;0;0.00;0.00;100.00
01/04/2020;Bénin;13;0;1;0.00;7.69;92.31
01/04/2020;Saint Barthélemy;6;0;1;0.00;16.67;83.33
01/04/2020;Brunéi Darussalam;131;1;52;0.76;39.69;59.54
01/04/2020;Bolivie;115;7;1;6.09;0.87;93.04
01/04/2020;Brésil;6836;240;127;3.51;1.86;94.63
01/04/2020;Bahamas;21;1;1;4.76;4.76;90.48
01/04/2020;Bhoutan;4;0;0;0.00;0.00;100.00
01/04/2020;Botswana;4;1;0;25.00;0.00;75.00
01/04/2020;Bélarus;163;2;53;1.23;32.52;66.26
01/04/2020;Belize;3;0;0;0.00;0.00;100.00
01/04/2020;Canada;9560;109;1324;1.14;13.85;85.01
01/04/2020;Rép. Dém. du Congo;109;9;3;8.26;2.75;88.99
01/04/2020;République Centrafricaine;3;0;0;0.00;0.00;100.00
01/04/2020;Congo (Brazzaville);19;0;0;0.00;0.00;100.00
01/04/2020;Suisse;17768;488;2967;2.75;16.70;80.55
01/04/2020;Côte d'Ivoire;190;1;9;0.53;4.74;94.74
01/04/2020;Chili;3031;16;234;0.53;7.72;91.75
01/04/2020;Cameroun;233;6;10;2.58;4.29;93.13
01/04/2020;Chine;81555;3312;76242;4.06;93.49;2.45
01/04/2020;Colombie;1065;17;39;1.60;3.66;94.74
01/04/2020;Costa Rica;375;2;4;0.53;1.07;98.40
01/04/2020;Cuba;212;6;12;2.83;5.66;91.51
01/04/2020;Cap-vert;6;1;0;16.67;0.00;83.33
01/04/2020;Chypre;320;9;28;2.81;8.75;88.44
01/04/2020;République Tchèque;3508;39;61;1.11;1.74;97.15
01/04/2020;Allemagne;77872;920;18700;1.18;24.01;74.80
01/04/2020;Djibouti;33;0;0;0.00;0.00;100.00
01/04/2020;Danemark;3117;104;896;3.34;28.75;67.92
01/04/2020;Dominique;12;0;0;0.00;0.00;100.00
01/04/2020;République Dominicaine;1284;57;9;4.44;0.70;94.86
01/04/2020;Algérie;847;58;61;6.85;7.20;85.95
01/04/2020;Équateur;2748;93;58;3.38;2.11;94.51
01/04/2020;Estonie;779;5;33;0.64;4.24;95.12
01/04/2020;Égypte;779;52;179;6.68;22.98;70.35
01/04/2020;Espagne;104118;9387;22647;9.02;21.75;69.23
01/04/2020;Érythrée;15;0;0;0.00;0.00;100.00
01/04/2020;Éthiopie;29;0;2;0.00;6.90;93.10
01/04/2020;Fidji;5;0;0;0.00;0.00;100.00
01/04/2020;Finlande;1446;17;10;1.18;0.69;98.13
01/04/2020;Îles Féroé;173;0;75;0.00;43.35;56.65
01/04/2020;France;67924;4032;10934;5.94;16.10;77.97
01/04/2020;Royaume-Uni;29784;2357;145;7.91;0.49;91.60
01/04/2020;Gabon;18;1;0;5.56;0.00;94.44
01/04/2020;Grenade;9;0;0;0.00;0.00;100.00
01/04/2020;Géorgie;117;0;23;0.00;19.66;80.34
01/04/2020;Guyane Française;51;0;15;0.00;29.41;70.59
01/04/2020;Gibraltar;81;0;34;0.00;41.98;58.02
01/04/2020;Ghana;195;5;31;2.56;15.90;81.54
01/04/2020;Gambie;4;1;2;25.00;50.00;25.00
01/04/2020;Guinée;30;0;0;0.00;0.00;100.00
01/04/2020;Guadeloupe;125;6;24;4.80;19.20;76.00
01/04/2020;Guinée Équatoriale;15;0;1;0.00;6.67;93.33
01/04/2020;Grèce;1415;50;52;3.53;3.67;92.79
01/04/2020;Guatemala;39;1;12;2.56;30.77;66.67
01/04/2020;Guinée-Bissau;9;0;0;0.00;0.00;100.00
01/04/2020;Guyana;19;2;0;10.53;0.00;89.47
01/04/2020;Hong-Kong;765;4;147;0.52;19.22;80.26
01/04/2020;Croatie;963;6;73;0.62;7.58;91.80
01/04/2020;Honduras;172;10;3;5.81;1.74;92.44
01/04/2020;Haïti;16;0;1;0.00;6.25;93.75
01/04/2020;Hongrie;525;20;40;3.81;7.62;88.57
01/04/2020;Indonésie;1677;157;103;9.36;6.14;84.50
01/04/2020;Irlande;3447;85;5;2.47;0.15;97.39
01/04/2020;Inde;1998;58;148;2.90;7.41;89.69
01/04/2020;Israël;6092;26;241;0.43;3.96;95.62
01/04/2020;Iraq;728;52;182;7.14;25.00;67.86
01/04/2020;Iran;47593;3036;15473;6.38;32.51;61.11
01/04/2020;Islande;1220;2;225;0.16;18.44;81.39
01/04/2020;Italie;110574;13155;16847;11.90;15.24;72.87
01/04/2020;Jamaïque;44;3;2;6.82;4.55;88.64
01/04/2020;Jordanie;278;5;36;1.80;12.95;85.25
01/04/2020;Japon;2178;57;472;2.62;21.67;75.71
01/04/2020;Kenya;81;1;3;1.23;3.70;95.06
01/04/2020;Kirghizistan;111;0;3;0.00;2.70;97.30
01/04/2020;Saint-Kitts-et-Nevis;8;0;0;0.00;0.00;100.00
01/04/2020;Cambodge;109;0;25;0.00;22.94;77.06
01/04/2020;Corée du Sud;9887;165;5567;1.67;56.31;42.02
01/04/2020;Koweït;317;0;80;0.00;25.24;74.76
01/04/2020;Kazakhstan;380;3;26;0.79;6.84;92.37
01/04/2020;Laos;10;0;0;0.00;0.00;100.00
01/04/2020;Liban;479;14;43;2.92;8.98;88.10
01/04/2020;Sainte-Lucie;13;0;1;0.00;7.69;92.31
01/04/2020;Liechtenstein;68;0;0;0.00;0.00;100.00
01/04/2020;Sri Lanka;146;3;21;2.05;14.38;83.56
01/04/2020;Libéria;6;0;0;0.00;0.00;100.00
01/04/2020;Lituanie;581;8;7;1.38;1.20;97.42
01/04/2020;Luxembourg;2319;29;80;1.25;3.45;95.30
01/04/2020;Lettonie;446;0;1;0.00;0.22;99.78
01/04/2020;Libye;10;0;0;0.00;0.00;100.00
01/04/2020;Maroc;654;39;29;5.96;4.43;89.60
01/04/2020;Monaco;55;1;2;1.82;3.64;94.55
01/04/2020;Moldavie;423;5;23;1.18;5.44;93.38
01/04/2020;Montenegro;123;2;0;1.63;0.00;98.37
01/04/2020;Saint Martin;15;1;2;6.67;13.33;80.00
01/04/2020;Madagascar;57;0;0;0.00;0.00;100.00
01/04/2020;Macédoine;354;11;17;3.11;4.80;92.09
01/04/2020;Birmanie;15;1;0;6.67;0.00;93.33
01/04/2020;Mali;31;3;0;9.68;0.00;90.32
01/04/2020;Macao;41;0;10;0.00;24.39;75.61
01/04/2020;Mongolie;14;0;2;0.00;14.29;85.71
01/04/2020;Martinique;135;3;27;2.22;20.00;77.78
01/04/2020;Mauritanie;6;1;2;16.67;33.33;50.00
01/04/2020;Malte;188;0;2;0.00;1.06;98.94
01/04/2020;Maurice;161;6;0;3.73;0.00;96.27
01/04/2020;Mexique;1215;29;35;2.39;2.88;94.73
01/04/2020;Maldives;19;0;13;0.00;68.42;31.58
01/04/2020;Mozambique;10;0;0;0.00;0.00;100.00
01/04/2020;Malaisie;2908;45;645;1.55;22.18;76.27
01/04/2020;Namibie;14;0;2;0.00;14.29;85.71
01/04/2020;Nouvelle-Calédonie;16;0;0;0.00;0.00;100.00
01/04/2020;Niger;74;5;0;6.76;0.00;93.24
01/04/2020;Nigéria;174;2;9;1.15;5.17;93.68
01/04/2020;Nicaragua;5;1;0;20.00;0.00;80.00
01/04/2020;Norvège;4863;44;13;0.90;0.27;98.83
01/04/2020;Pays-Bas;13696;1175;260;8.58;1.90;89.52
01/04/2020;Népal;5;0;1;0.00;20.00;80.00
01/04/2020;Nouvelle-Zélande;708;1;83;0.14;11.72;88.14
01/04/2020;Oman;210;1;34;0.48;16.19;83.33
01/04/2020;Panama;1181;30;9;2.54;0.76;96.70
01/04/2020;Pérou;1323;38;394;2.87;29.78;67.35
01/04/2020;Polynésie Française;37;0;0;0.00;0.00;100.00
01/04/2020;Papouasie-Nouvelle-Guinée;1;0;0;0.00;0.00;100.00
01/04/2020;Philippines;2311;96;50;4.15;2.16;93.68
01/04/2020;Pologne;2554;43;47;1.68;1.84;96.48
01/04/2020;Pakistan;2118;27;94;1.27;4.44;94.29
01/04/2020;Palestine;134;1;18;0.75;13.43;85.82
01/04/2020;Portugal;8251;187;43;2.27;0.52;97.21
01/04/2020;Paraguay;69;3;1;4.35;1.45;94.20
01/04/2020;Qatar;835;2;71;0.24;8.50;91.26
01/04/2020;Réunion;281;0;40;0.00;14.23;85.77
01/04/2020;Roumanie;2460;92;252;3.74;10.24;86.02
01/04/2020;Serbie;1060;28;0;2.64;0.00;97.36
01/04/2020;Fédération de Russie;2777;24;190;0.86;6.84;92.29
01/04/2020;Rwanda;82;0;0;0.00;0.00;100.00
01/04/2020;Arabie Saoudite;1720;16;264;0.93;15.35;83.72
01/04/2020;Seychelles;10;0;0;0.00;0.00;100.00
01/04/2020;Soudan;7;2;2;28.57;28.57;42.86
01/04/2020;Suède;4947;239;103;4.83;2.08;93.09
01/04/2020;Singapour;1000;3;245;0.30;24.50;75.20
01/04/2020;Slovénie;841;15;10;1.78;1.19;97.03
01/04/2020;Slovaquie;400;1;3;0.25;0.75;99.00
01/04/2020;Sierra Leone;2;0;0;0.00;0.00;100.00
01/04/2020;Saint-Marin;236;26;13;11.02;5.51;83.47
01/04/2020;Sénégal;190;1;45;0.53;23.68;75.79
01/04/2020;Somalie;5;0;1;0.00;20.00;80.00
01/04/2020;Suriname;10;0;0;0.00;0.00;100.00
01/04/2020;Syrie;10;2;0;20.00;0.00;80.00
01/04/2020;El Salvador;32;1;0;3.13;0.00;96.88
01/04/2020;Eswatini;9;0;0;0.00;0.00;100.00
01/04/2020;Tchad;7;0;0;0.00;0.00;100.00
01/04/2020;Togo;36;2;10;5.56;27.78;66.67
01/04/2020;Thaïlande;1771;12;505;0.68;28.51;70.81
01/04/2020;Timor-Leste;1;0;0;0.00;0.00;100.00
01/04/2020;Tunisie;423;12;5;2.84;1.18;95.98
01/04/2020;Trinité-et-Tobago;90;5;1;5.56;1.11;93.33
01/04/2020;Turquie;15679;277;333;1.77;2.12;96.11
01/04/2020;Taïwan;329;5;39;1.52;11.85;86.63
01/04/2020;Tanzanie;20;1;1;5.00;5.00;90.00
01/04/2020;Ouganda;44;0;0;0.00;0.00;100.00
01/04/2020;Ukraine;794;20;13;2.52;1.64;95.84
01/04/2020;États-Unis;213372;4757;8474;2.23;3.97;93.80
01/04/2020;Ouzbékistan;181;2;12;1.10;6.63;92.27
01/04/2020;Uruguay;338;2;41;0.59;12.13;87.28
01/04/2020;Vatican;6;0;0;0.00;0.00;100.00
01/04/2020;St-Vincent / Grenadines;1;0;1;0.00;100.00;0.00
01/04/2020;Venezuela;143;3;41;2.10;28.67;69.23
01/04/2020;Viet Nam;218;0;63;0.00;28.90;71.10
01/04/2020;Kosovo;125;1;10;0.80;8.00;91.20
01/04/2020;Mayotte;94;1;10;1.06;10.64;88.30
01/04/2020;Afrique du Sud;1380;5;50;0.36;3.62;96.01
01/04/2020;Zimbabwe;8;1;0;12.50;0.00;87.50
01/04/2020;Zambie;36;0;0;0.00;0.00;100.00
01/04/2020;Autres;721;13;603;1.80;83.63;14.56
31/03/2020;Autres;714;10;603;1.40;84.45;14.15
31/03/2020;Zambie;35;0;0;0.00;0.00;100.00
31/03/2020;Zimbabwe;8;1;0;12.50;0.00;87.50
31/03/2020;Afrique du Sud;1353;5;31;0.37;2.29;97.34
31/03/2020;Mayotte;94;1;10;1.06;10.64;88.30
31/03/2020;Kosovo;112;1;6;0.89;5.36;93.75
31/03/2020;Viet Nam;212;0;58;0.00;27.36;72.64
31/03/2020;Venezuela;135;3;39;2.22;28.89;68.89
31/03/2020;St-Vincent / Grenadines;1;0;1;0.00;100.00;0.00
31/03/2020;Vatican;6;0;0;0.00;0.00;100.00
31/03/2020;Uruguay;338;1;41;0.30;12.13;87.57
31/03/2020;Ouzbékistan;172;2;7;1.16;4.07;94.77
31/03/2020;États-Unis;188172;3873;7024;2.06;3.73;94.21
31/03/2020;Ukraine;645;17;10;2.64;1.55;95.81
31/03/2020;Ouganda;44;0;0;0.00;0.00;100.00
31/03/2020;Tanzanie;19;1;1;5.26;5.26;89.47
31/03/2020;Taïwan;322;5;39;1.55;12.11;86.34
31/03/2020;Trinité-et-Tobago;87;3;1;3.45;1.15;95.40
31/03/2020;Tunisie;394;10;3;2.54;0.76;96.70
31/03/2020;Turquie;13531;214;243;1.58;1.80;96.62
31/03/2020;Timor-Leste;1;0;0;0.00;0.00;100.00
31/03/2020;Thaïlande;1651;10;342;0.61;20.71;78.68
31/03/2020;Tchad;7;0;0;0.00;0.00;100.00
31/03/2020;Togo;34;1;10;2.94;29.41;67.65
31/03/2020;Eswatini;9;0;0;0.00;0.00;100.00
31/03/2020;El Salvador;32;1;0;3.13;0.00;96.88
31/03/2020;Syrie;10;2;0;20.00;0.00;80.00
31/03/2020;Suriname;9;0;0;0.00;0.00;100.00
31/03/2020;Somalie;5;0;1;0.00;20.00;80.00
31/03/2020;Saint-Marin;236;26;13;11.02;5.51;83.47
31/03/2020;Sénégal;175;0;40;0.00;22.86;77.14
31/03/2020;Sierra Leone;1;0;0;0.00;0.00;100.00
31/03/2020;Slovaquie;363;0;3;0.00;0.83;99.17
31/03/2020;Slovénie;802;15;10;1.87;1.25;96.88
31/03/2020;Singapour;926;3;240;0.32;25.92;73.76
31/03/2020;Suède;4435;180;16;4.06;0.36;95.58
31/03/2020;Soudan;7;2;1;28.57;14.29;57.14
31/03/2020;Seychelles;10;0;0;0.00;0.00;100.00
31/03/2020;Arabie Saoudite;1563;10;165;0.64;10.56;88.80
31/03/2020;Rwanda;75;0;0;0.00;0.00;100.00
31/03/2020;Fédération de Russie;2337;17;121;0.73;5.18;94.09
31/03/2020;Serbie;900;16;0;1.78;0.00;98.22
31/03/2020;Roumanie;2245;82;220;3.65;9.80;86.55
31/03/2020;Réunion;247;0;1;0.00;0.40;99.60
31/03/2020;Qatar;781;2;62;0.26;7.94;91.81
31/03/2020;Paraguay;65;3;1;4.62;1.54;93.85
31/03/2020;Portugal;7443;160;43;2.15;0.58;97.27
31/03/2020;Palestine;119;1;18;0.84;15.13;84.03
31/03/2020;Pakistan;1938;26;76;1.34;3.92;94.74
31/03/2020;Pologne;2311;33;7;1.43;0.30;98.27
31/03/2020;Philippines;2084;88;49;4.22;2.35;93.43
31/03/2020;Papouasie-Nouvelle-Guinée;1;0;0;0.00;0.00;100.00
31/03/2020;Polynésie Française;36;0;0;0.00;0.00;100.00
31/03/2020;Pérou;1065;30;394;2.82;37.00;60.19
31/03/2020;Panama;1181;30;9;2.54;0.76;96.70
31/03/2020;Oman;192;1;34;0.52;17.71;81.77
31/03/2020;Nouvelle-Zélande;647;1;74;0.15;11.44;88.41
31/03/2020;Népal;5;0;1;0.00;20.00;80.00
31/03/2020;Pays-Bas;12667;1040;253;8.21;2.00;89.79
31/03/2020;Norvège;4641;39;13;0.84;0.28;98.88
31/03/2020;Nicaragua;5;1;0;20.00;0.00;80.00
31/03/2020;Nigéria;135;2;8;1.48;5.93;92.59
31/03/2020;Niger;27;3;0;11.11;0.00;88.89
31/03/2020;Nouvelle-Calédonie;16;0;0;0.00;0.00;100.00
31/03/2020;Namibie;11;0;2;0.00;18.18;81.82
31/03/2020;Malaisie;2766;43;537;1.55;19.41;79.03
31/03/2020;Mozambique;8;0;0;0.00;0.00;100.00
31/03/2020;Maldives;18;0;13;0.00;72.22;27.78
31/03/2020;Mexique;1094;28;35;2.56;3.20;94.24
31/03/2020;Maurice;143;5;0;3.50;0.00;96.50
31/03/2020;Malte;169;0;2;0.00;1.18;98.82
31/03/2020;Mauritanie;6;1;2;16.67;33.33;50.00
31/03/2020;Martinique;128;3;27;2.34;21.09;76.56
31/03/2020;Mongolie;12;0;2;0.00;16.67;83.33
31/03/2020;Macao;41;0;10;0.00;24.39;75.61
31/03/2020;Birmanie;15;1;0;6.67;0.00;93.33
31/03/2020;Macédoine;329;9;12;2.74;3.65;93.62
31/03/2020;Mali;28;2;0;7.14;0.00;92.86
31/03/2020;Madagascar;57;0;0;0.00;0.00;100.00
31/03/2020;Saint Martin;15;1;2;6.67;13.33;80.00
31/03/2020;Montenegro;109;2;0;1.83;0.00;98.17
31/03/2020;Moldavie;353;4;18;1.13;5.10;93.77
31/03/2020;Monaco;52;1;2;1.92;3.85;94.23
31/03/2020;Maroc;617;36;24;5.83;3.89;90.28
31/03/2020;Libye;10;0;1;0.00;10.00;90.00
31/03/2020;Lettonie;398;0;1;0.00;0.25;99.75
31/03/2020;Luxembourg;2178;23;80;1.06;3.67;95.27
31/03/2020;Lituanie;537;8;7;1.49;1.30;97.21
31/03/2020;Libéria;3;0;0;0.00;0.00;100.00
31/03/2020;Sri Lanka;143;2;17;1.40;11.89;86.71
31/03/2020;Liechtenstein;68;0;0;0.00;0.00;100.00
31/03/2020;Sainte-Lucie;13;0;1;0.00;7.69;92.31
