"id","title","vote_average","vote_count","status","release_date","revenue","runtime","budget","imdb_id","original_language","original_title","overview","popularity","tagline","genres","production_companies","production_countries","spoken_languages","cast","director","director_of_photography","writers","producers","music_composer","imdb_rating","imdb_votes","poster_path"
"1363","The Hi-Lo Country","6.2","84.0","Released","1998-12-30","166000.0","114.0","0.0","tt0120699","en","The Hi-Lo Country","An intimate story of the enduring bond of friendship between two hard-living men, set against a sweeping backdrop: the American West, post-World War II, in its twilight. Pete and Big Boy are masters of the prairie, but ultimately face trickier terrain: the human heart.","5.488","A woman like Mona can drive men to extremes.","Drama, Romance, Western","PolyGram Filmed Entertainment, Working Title Films, Cappa/De Fina Productions, Gramercy Pictures","United Kingdom, United States of America","English","Sam Elliott, Kate Williamson, Billy Crudup, Craig Carter, Darren E. Burrows, Jacob Vargas, Enrique Castillo, John Diehl, Will Cascio, Richard Purdy, James Gammon, Woody Harrelson, Lane Smith, Leslie Cook, Cole Hauser, Robert Knott, Sandy Baron, Katy Jurado, Penélope Cruz, Patricia Arquette","Stephen Frears","Oliver Stapleton","Walon Green, Max Evans","Eric Fellner, Tim Bevan, Barbara De Fina, Martin Scorsese","Carter Burwell","6.1","4626.0","/m73KqOLXf9ZvPVCWS5dz5Hv7yQF.jpg"
"1364","Sex and Lucía","6.658","534.0","Released","2001-08-24","7640680.0","128.0","0.0","tt0254455","es","Lucía y el sexo","Various lives converge on an isolated island, all connected by an author whose novel has become inextricably entwined with his own life.","26.236","","Drama, Romance","Sogecine, Alicia Produce, Sogepaq","Spain","English, Français, Deutsch, Español","Javier Cámara, Juan Fernández, Diana Suárez, María Álvarez, Tristán Ulloa, Daniel Freire, Elena Anaya, Silvia Llanos, Najwa Nimri, Paz Vega","Julio Medem","Kiko de la Rica","Julio Medem","Luis María Reyes, Anna Cassina, Fernando Bovaira, Enrique López Lavigne","Alberto Iglesias","7.0","39281.0","/gvErAg9bv7xOO3B40gottv6Bqip.jpg"
"1365","Monster's Ball","6.8","968.0","Released","2001-06-07","44900000.0","113.0","4000000.0","tt0285742","en","Monster's Ball","A prison guard begins a tentative romance with the unsuspecting widow of a man whose execution he presided over.","22.959","A lifetime of change can happen in a single moment.","Drama, Romance","Lionsgate, Lee Daniels Entertainment","United States of America","English","Troy Poret, Milo Addica, Halle Berry, Larry Lee, Marshall Cain, Ritchie Montgomery, John McConnell, Dennis Clements, Charles Cowan Jr., Yasiin Bey, Anthony Bean, Gabrielle Witcher, Will Rokos, Stephanie Claire, Peter Boyle, Sean Combs, Carol Sutton, James Haven, Marcus Lyle Brown, Clara Hopkins Daniels, Francine Segal, Anthony Michael Frederick, Heath Ledger, Amber Rules, Taylor LaGrange, Paul Smith, John Wilmot, Bernard Johnson, Taylor Simpson, Billy Bob Thornton, Coronji Calhoun, Leah Loftin","Marc Forster","Roberto Schaefer","Will Rokos, Milo Addica","Michael Burns, Lee Daniels, Mark Urman, Michael Paseornek","Asche & Spencer","7.0","95344.0","/rPhs7Mw4ql2CotjxDCwUs5PBPxo.jpg"
"1366","Rocky","7.8","7819.0","Released","1976-11-20","225300000.0","120.0","1000000.0","tt0075148","en","Rocky","An uneducated collector for a Philadelphia loan shark is given a once-in-a-lifetime opportunity to fight against the world heavyweight boxing champion.","52.606","His whole life was a million-to-one shot.","Drama","Winkler Films","United States of America","English","DeForest Covan, Peter Glassberg, Stu Nahan, Arnold Johnson, Don Sherman, Joe Frazier, Jodi Letizia, Bill Baldwin, Lavelle Roby, Jane Marla Robbins, Talia Shire, Larry Carroll, Christopher Avildsen, Joe Sorbello, Joseph C. Giambelluc, Stan Shaw, Frank Stallone Sr., Hank Rolike, Pedro Lovell, Al Silvani, Jimmy Gambina, Robert L. Tangrea, Simmy Bow, Joe Spinell, George Memmoli, Burgess Meredith, Lloyd Kaufman, Arthur Tovey, Frank Stallone Jr., Butkus Stallone, William E. Ring, Frank Pesce, Thayer David, Carl Weathers, Sylvester Stallone, Kathleen Parker, Frankie Van, John Pleshette, Lou Fillipo, George O'Hanlon, Tony Burton, Shirley O'Hara, Billy Sands, Burt Young, Diana Lewis, Paris Eagle, Jack Hollander, Michael Dorn","John G. Avildsen","James Crabe","Sylvester Stallone","Irwin Winkler, Gene Kirkwood, Robert Chartoff","Bill Conti","8.1","644706.0","/aYtBYWqCdUqcnoodWJdcTG3pFev.jpg"
"1367","Rocky II","7.3","4347.0","Released","1979-06-15","85200000.0","120.0","7000000.0","tt0079817","en","Rocky II","After Rocky goes the distance with champ Apollo Creed, both try to put the fight behind them and move on. Rocky settles down with Adrian but can't put his life together outside the ring, while Creed seeks a rematch to restore his reputation. Soon enough, the ""Master of Disaster"" and the ""Italian Stallion"" are set on a collision course for a climactic battle that is brutal and unforgettable.","37.853","Once he fought for a dream. Now he's fighting for love!","Drama, Romance","Winkler Films, United Artists","United States of America","English","Bill Baldwin, James Zazzarino, Paul McCrane, Burt Young, Garrie Kelly, Herb Nanas, Jeff Temkin, Sonny Melendrez, Allan Warnick, Samuel Davis, Ed Ness, Doug Flor, Rutanya Alda, Al Silvani, John Pleshette, Fran Ryan, Tony Burton, Hank Rolike, Sylvester Stallone, Taurean Blacque, Shaka Cumbuka, Joseph Letizia, Carl Weathers, Jerry Ziesmer, Jane Marla Robbins, Grainger Hines, Sylvia Meals, Eddie 'El Annimal' Lopez, James J. Casino, Stuart K. Robinson, Paul Micale, Ava Lazar, David L. Ross, Tawny Little, Frank McRae, Charles 'Honi' Coles, Robert Kondyra, Burgess Meredith, René Le Vant, Whitney Rydbeck, Charles Winkler, Seargeoh Stallone, Earl Montgomery, Shepherd Sanders, Linda Grey, James Zaza, Frank Stallone Jr., Butkus Stallone, Talia Shire, Leonard Gaines, Fred Pinkard, Joe Spinell, Tony Munafo, Ruth Ann Flynn, Stu Nahan, Brent Musburger, Lou Fillipo, Roberto Durán","Sylvester Stallone","Bill Butler","Sylvester Stallone","Robert Chartoff, Irwin Winkler","Bill Conti","7.3","236132.0","/nMaiiu0CzT77U4JZkUYV7KqdAjK.jpg"
"1368","First Blood","7.5","6210.0","Released","1982-10-22","125212904.0","93.0","15000000.0","tt0083944","en","First Blood","When former Green Beret John Rambo is harassed by local law enforcement and arrested for vagrancy, he is forced to flee into the mountains and wage an escalating one-man war against his pursuers.","57.428","This time he's fighting for his life.","Action, Adventure, Thriller, War","Carolco Pictures, Anabasis N.V., Elcajo Productions, Cinema 84, Orion Pictures","United States of America","English","David Menzies, Michael Talbott, David Caruso, Patrick Stack, Jack Rigg, Gary Hetherington, David Petersen, Suzee Pai, Earl Klein, Helene Udy, John McLiam, Bruce Paul Barbour, Jack Starrett, Donald Adams, Richard Crenna, David L. Crowley, Sylvester Stallone, Alex Kliner, Stephen Chang, Mike Winlaw, Frank Richter, Chris Mulkey, Robert Prowse, Don MacKay, Amy Alexander, Raimund Stamm, Stephen E. Miller, Cynthia Dale, Charles A. Tamburro, Bill McKinney, Peter Lonstrup, Craig Huston, Danny Wozna, Grahman L. Galativk, Brian Dennehy, Stephen Dimopoulos, Robert Metcalfe, Bruce Greenwood, R.G. Miller, Alf Humphreys, Ian Hutchinson","Ted Kotcheff","Andrew Laszlo","Sylvester Stallone, William Sackheim, David Morrell, Michael Kozoll","Andrew G. Vajna, Buzz Feitshans, Mario Kassar","Jerry Goldsmith","7.7","282809.0","/a9sa6ERZCpplbPEO7OMWE763CLD.jpg"
"1369","Rambo: First Blood Part II","6.6","3879.0","Released","1985-05-21","300400432.0","96.0","44000000.0","tt0089880","en","Rambo: First Blood Part II","John Rambo is released from prison by the government for a top-secret covert mission to the last place on Earth he'd want to return - the jungles of Vietnam.","52.886","No man, no law, no war can stop him.","Action, Adventure, Thriller, War","Carolco Pictures, Estudios Churubusco Azteca, Anabasis N.V.","United States of America, Mexico","English, Tiếng Việt","Christopher Grant, Tony Munafo, John Sterlini, Martin Kove, Julia Nickson, Tom Gehrke, Steven Berkoff, Alain Hocquenghem, Don Collins, George Cheung, Mason Cardiff, Vojislav Govedarica, Dana Lee, Jeff Imada, Baoan Coleman, William Ghent, John Pankow, William Rothlein, Steve Williams, Roger Cudney, Charles Napier, Sylvester Stallone, Andy Wood, John Sabol, Richard Crenna","George P. Cosmatos","Jack Cardiff","Kevin Jarre, James Cameron, David Morrell, Sylvester Stallone","Mario Kassar, Buzz Feitshans, Andrew G. Vajna","Jerry Goldsmith","6.5","186324.0","/pzPdwOitmTleVE3YPMfIQgLh84p.jpg"
"1370","Rambo III","6.2","3126.0","Released","1988-05-24","189015611.0","102.0","63000000.0","tt0095956","en","Rambo III","Combat has taken its toll on Rambo, but he's finally begun to find inner peace in a monastery. When Rambo's friend and mentor Col. Trautman asks for his help on a top secret mission to Afghanistan, Rambo declines but must reconsider when Trautman is captured.","63.661","The first was for himself. The second was for his country. This time is for his friend.","Action, Adventure, Thriller, War","TriStar Pictures, Carolco Pictures","United States of America","English, Pусский","Milo Rafi, Paul Dion Monte, Yosef Shiloach, R.T. Freeman, Sasson Gabai, Spiros Focás, Marcus Gilbert, Randy Raney, Tikva Aziz, Shaby Ben-Aroya, Marciano Shoshi, Doudi Shoua, Marc de Jonge, Richard Crenna, Alon Aboutboul, Harold Diamond, Tal Kastoriano, Clark Acton, Mahmoud Assadollahi, Kurtwood Smith, Benny Bruchim, Iyad Hajjaj, Sadiq Tawfik, Sylvester Stallone, Mati Seri, Julian Patrice, Hany Said El Deen","Peter MacDonald","John Stanier","David Morrell, Sheldon Lettich, Sylvester Stallone","Andrew G. Vajna, Buzz Feitshans, Mario Kassar","Jerry Goldsmith","5.8","142749.0","/1eSQvGuD25ezKaiaQsyDDG3e9iN.jpg"
"1371","Rocky III","6.9","4080.0","Released","1982-05-28","270000000.0","100.0","17000000.0","tt0084602","en","Rocky III","After an intense fight with Clubber Lang and the death of his trainer Mickey, Rocky Balboa is left devastated. Former rival Apollo Creed steps in to help Balboa get back his fighting spirit.","72.492","The greatest challenge","Drama","United Artists, Chartoff-Winkler Productions, Metro-Goldwyn-Mayer","United States of America","English","Jophery C. Brown, James M. Halty, Burgess Meredith, Clifford Strong, Charles A. Tamburro, LeRoy Neiman, Tony Burton, Rex Pierson, Burt Young, Jimmy Lennon Sr., Sylvester Stallone, Tom Lupo, John David Morris, Dennis James, J.D. Smith, Ray Gedeon, David Cadiente, Jim Henson, Sasha Stallone, Lou Fillipo, Eddie Smith, Hulk Hogan, Ina Fried, Chino 'Fats' Williams, Roger Braxton, David R. Ellis, Tony Hernández, Talia Shire, Mr. T, Jim Healy, Mario Machado, Jim Hill, Wally Taylor, Al Silvani, François André, Tony Brubaker, Mickey Gilbert, Julius LeFlore, Jason Felice, Don Sherman, Gilbert B. Combs, Bill Baldwin, Clarke Coleman, Marty Denkin, Fred Waugh, Carl Weathers, Stu Nahan, George O'Mara, Gene Crane, Bob Minor, Ray Notaro Jr., Frank Stallone Jr., Jeff Temkin, Billy Hank Hooker, Philmore Berger, Carey Lindley, Melvin Jones, Big Yank, Alex Brown","Sylvester Stallone","Bill Butler","Sylvester Stallone","Irwin Winkler, Robert Chartoff, Herb Nanas","Bill Conti","6.8","215723.0","/u9cTEjzKOPB6xaTz4LBql1XE0HZ.jpg"
"1372","Blood Diamond","7.544","7533.0","Released","2006-12-08","171700000.0","143.0","100000000.0","tt0450259","en","Blood Diamond","An ex-mercenary turned smuggler. A Mende fisherman. Amid the explosive civil war overtaking 1999 Sierra Leone, these men join for two desperate missions: recovering a rare pink diamond of immense value and rescuing the fisherman's son, conscripted as a child soldier into the brutal rebel forces ripping a swath of torture and bloodshed countrywide.","37.803","It will cost you everything.","Drama, Thriller, Action","Virtual Studios, Spring Creek Pictures, Bedford Falls Productions, Initial Entertainment Group, Lonely Film Productions GmbH & Co. KG., Warner Bros. Pictures, Liberty Pictures","Germany, United States of America","Afrikaans, English","Marius Weyers, Ntare Guma Mbaho Mwine, Grant Swanby, Jennifer Connelly, Michael Sheen, Nathaniel Ramabulana, Adetokumboh M'Cormack, Zenzo Ngqobe, Ato Essandoh, Klemens Becker, Leonardo DiCaprio, Antony Coleman, Kagiso Kuypers, Djimon Hounsou, David Harewood, Jimi Mistry, Anointing Lukola, Basil Wallace, Mduduzi Mabaso, David S. Lee, Vanessa Haywood, Benu Mabhena, Percy Matsemela, Tyrone Keogh, Arnold Vosloo, Stephen Collins","Edward Zwick","Eduardo Serra","Charles Leavitt, C. Gaby Mitchell","Graham King, Edward Zwick, Kevin De La Noy, Genevieve Hofmeyr, Ben Waisbren, Len Amato, Philip Key, Darrell James Roodt, Gillian Gorfil, Marshall Herskovitz, Paula Weinstein, Josh Gummersall","James Newton Howard","8.0","597418.0","/tnLxPpajkbVdbQl5B9CuD7sSpz9.jpg"
"1373","The Discovery of Heaven","6.5","31.0","Released","2001-10-01","0.0","127.0","0.0","tt0251052","en","The Discovery of Heaven","Disappointed with humanity, God wants to revoke his contract with humanity and wants to take back the stone tablets containing the ten commandments. To this end an angel is sent out to affect the personal lives of three humans so an appropriate child may be conceived.","11.585","Coincidence doesn't exist, everything happens for a reason.","Drama, Fantasy","Kanzaman S.A.","United Kingdom, Netherlands","English","Jeroen Krabbé, Loïs Dols de Jong, Greg Wise, Diana Quick, John Franklyn-Robbins, Stephen Fry, Nettie Blanken, Neil Newbon, Gillian Barge, Nicholas Palliser, Dimitris Philippou, Sean Harris, Victoria Carling, Geraldine Alexander, Emma Fielding, Flora Montgomery, Will Bowden","Jeroen Krabbé","Theo Bierkens","Harry Mulisch, Edwin de Vries","Ate de Jong","Henny Vrienten","6.7","3878.0","/posrSb1UQBfsoPb9U68vWqbGMOb.jpg"
"1374","Rocky IV","7.1","4378.0","Released","1985-11-21","300500000.0","91.0","31000000.0","tt0089927","en","Rocky IV","After Apollo Creed is killed by Ivan Drago in a match, Rocky Balboa becomes depressed and becomes determined to get revenge.","43.48","He's facing the ultimate challenge. And fighting for his life.","Drama","Winkler Films, United Artists, Metro-Goldwyn-Mayer","United States of America","English","Sylvester Stallone, Richard A. Kelley, Warner Wolf, Robert Doornick, Marty Denkin, Jean Thoreau, Jim Bullock, Mark De Alessandro, Jim Hodges, Frank D'Annibale, Gerald Berns, Dolph Lundgren, Stu Nahan, Rose Mary Campos, Julie Inouye, Jack Carpenter, Rose Dursey, Dean Hammond, Richard Blum, Al Bandiero, R.J. Adams, Leslie Morris, Julio Herzer, Barry Tompkins, Carl Weathers, Tony Burton, James 'Cannonball' Green, Rocky Krakoff, Patrick Pankhurst, Michael Pataki, Jeff Austin, Craig Schaefer, Brigitte Nielsen, George Rogan, Rolf Williams, George Pipasik, Ray Glanzmann, Sergei Levin, Talia Shire, LeRoy Neiman, Sylvia Meals, George Spaventa, Dwayne McGee, Dominic Barto, Danial Brown, Bob Giovane, James Brown, Tony Maffatone, Burt Young, Lou Fillipo","Sylvester Stallone","Bill Butler","Sylvester Stallone","Irwin Winkler, Arthur Chobanian, James D. Brubaker, Robert Chartoff","Vince DiCola","6.9","231259.0","/2MHUit4H6OK5adcOjnCN6suCKOl.jpg"
"1375","Rocky V","5.8","3153.0","Released","1990-11-16","120000000.0","104.0","42000000.0","tt0100507","en","Rocky V","A lifetime of taking shots has ended Rocky’s career, and a crooked accountant has left him broke. Inspired by the memory of his trainer, however, Rocky finds glory in training and takes on an up-and-coming boxer.","28.637","In Russia, he fought the greatest fight of his life. Now...where does a champion go when he takes off the gloves?","Drama","United Artists, Winkler Films, Metro-Goldwyn-Mayer","United States of America","English","Danny Epper, Albert J. Myles, Dale Jacoby, Kent H. Johnson, Lauren K. Woods, Helena Carroll, Clifford C. Coleman, Michael Anthony Williams, Elisebeth Peters, Billy D. Saunders, Tricia Flavin, Carol A. Ready, Stan Ward, Richard Gant, Richard 'Dub' Wright, Eric Hedgeman, Mark Thompson, Mel Scott-Thomas, Mike Girard Sheehan, Gary Compton, Joe Sabatino, Christopher Avildsen, Lloyd Kaufman, Al Bernstein, Jeff Langton, Michael Pataki, Talia Shire, Ben Geraci, Delia Sheppard, Stanley R. Hochman, Julie Flavin, John D'Martin, Burt Young, Don Sherman, Richard C. Oprison, Patrick Cronin, LeRoy Neiman, Tommy Morrison, Katharine Margiotta, Tony Burton, Curtis Jackson, Rodney Frazier, Lou Fillipo, Frank Cappuccino, Elmer Smith, Bob Giovane, Brian Phelps, Sage Stallone, Kevin Connolly, Bob Vasquez, Kevin Bucceroni, Cindy Roberts, Billy D. Lucas, Paul Cain, Jennifer Flavin Stallone, Burgess Meredith, J.J. Clark, Meade Martin, Jodi Letizia, Clay Hodges, Jimmy Gambina, Albert S. Meltzer, Kerry Judge, Henry D. Tillman, Nicky Blair, Sylvester Stallone, Michael Buffer, John Cahill, James Binns, Stu Nahan, Jane Marla Robbins, Robert Seltzer, Susan Persily, Del Weston, Jonathan Avildsen, Tony Munafo, Hayes Swope, Paul Micale","John G. Avildsen","Steven Poster","Sylvester Stallone","Michael S. Glick, Robert Chartoff, Irwin Winkler","Bill Conti","5.4","153517.0","/o1nY37L6HC9hwlLSH5sHVzvXt1P.jpg"
"1376","Sweet Sixteen","7.0","219.0","Released","2002-09-07","0.0","106.0","0.0","tt0313670","en","Sweet Sixteen","Determined to have a normal family life once his mother gets out of prison, a Scottish teenager from a tough background sets out to raise the money for a home.","11.248","Life... it's about to hit the fan!","Crime, Drama","Alta Films S.A., TTornasol Films S.A., Sixteen Films","Germany, Spain, United Kingdom","English","John Simpson, Robert Rennie, Annmarie Fulton, William Ruane, Michelle Abercromby, Gary McCormack, Tommy McKee, Martin McCardie, Junior Walker, Calum McAlees, Robert Harrison, Jon Morrison, Martin Compston, Michelle Coulter, Rikki Traynor","Ken Loach","Barry Ackroyd","Paul Laverty","Gerardo Herrero, Rebecca O'Brien","George Fenton","7.4","16015.0","/p5h50WEZQ4pRFffnSULqL4cEuLp.jpg"
